"subsystem","nb_of_factors","factor_rank","factor","degree","betweenness"
"26",1,1,"long_term_sick_disabled_es",0,0
"26",1,2,NA,NA,NA
"26",1,3,NA,NA,NA
"26",1,4,NA,NA,NA
"26",1,5,NA,NA,NA
"25",1,1,"employed_paid_unpaid_es",0,0
"25",1,2,NA,NA,NA
"25",1,3,NA,NA,NA
"25",1,4,NA,NA,NA
"25",1,5,NA,NA,NA
"24",1,1,"snorting_edu",0,0
"24",1,2,NA,NA,NA
"24",1,3,NA,NA,NA
"24",1,4,NA,NA,NA
"24",1,5,NA,NA,NA
"23",1,1,"oral_consumption_edu",0,0
"23",1,2,NA,NA,NA
"23",1,3,NA,NA,NA
"23",1,4,NA,NA,NA
"23",1,5,NA,NA,NA
"22",1,1,"no_evidence_of_drug_taking_or_alcohol_consumption_edu",0,0
"22",1,2,NA,NA,NA
"22",1,3,NA,NA,NA
"22",1,4,NA,NA,NA
"22",1,5,NA,NA,NA
"21",1,1,"injecting_edu",0,0
"21",1,2,NA,NA,NA
"21",1,3,NA,NA,NA
"21",1,4,NA,NA,NA
"21",1,5,NA,NA,NA
"20",1,1,"alcohol_consumption_edu",0,0
"20",1,2,NA,NA,NA
"20",1,3,NA,NA,NA
"20",1,4,NA,NA,NA
"20",1,5,NA,NA,NA
"19",1,1,"not_currently_prescribed_a_substitute_drug_cp",0,0
"19",1,2,NA,NA,NA
"19",1,3,NA,NA,NA
"19",1,4,NA,NA,NA
"19",1,5,NA,NA,NA
"17",1,1,"no_known_contact_chnd",0,0
"17",1,2,NA,NA,NA
"17",1,3,NA,NA,NA
"17",1,4,NA,NA,NA
"17",1,5,NA,NA,NA
"16",1,1,"mental_health_services_chnd",0,0
"16",1,2,NA,NA,NA
"16",1,3,NA,NA,NA
"16",1,4,NA,NA,NA
"16",1,5,NA,NA,NA
"15",1,1,"housing_chnd",0,0
"15",1,2,NA,NA,NA
"15",1,3,NA,NA,NA
"15",1,4,NA,NA,NA
"15",1,5,NA,NA,NA
"14",1,1,"homeless_services_chnd",0,0
"14",1,2,NA,NA,NA
"14",1,3,NA,NA,NA
"14",1,4,NA,NA,NA
"14",1,5,NA,NA,NA
"13",1,1,"alcohol_services_chnd",0,0
"13",1,2,NA,NA,NA
"13",1,3,NA,NA,NA
"13",1,4,NA,NA,NA
"13",1,5,NA,NA,NA
"12",1,1,"statutory_addiction_service_cha",0,0
"12",1,2,NA,NA,NA
"12",1,3,NA,NA,NA
"12",1,4,NA,NA,NA
"12",1,5,NA,NA,NA
"9",1,1,"no_known_treatment_aa",0,0
"9",1,2,NA,NA,NA
"9",1,3,NA,NA,NA
"9",1,4,NA,NA,NA
"9",1,5,NA,NA,NA
"8",1,1,"inpatient_detoxification_and_residential_community_rehabilitation_aa",0,0
"8",1,2,NA,NA,NA
"8",1,3,NA,NA,NA
"8",1,4,NA,NA,NA
"8",1,5,NA,NA,NA
"7",1,1,"alcohol_brief_interventions_aa",0,0
"7",1,2,NA,NA,NA
"7",1,3,NA,NA,NA
"7",1,4,NA,NA,NA
"7",1,5,NA,NA,NA
"5",1,1,"prison_rse",0,0
"5",1,2,NA,NA,NA
"5",1,3,NA,NA,NA
"5",1,4,NA,NA,NA
"5",1,5,NA,NA,NA
"4",1,1,"anniversary_rse",0,0
"4",1,2,NA,NA,NA
"4",1,3,NA,NA,NA
"4",1,4,NA,NA,NA
"4",1,5,NA,NA,NA
"3",1,1,"homeless_rse",0,0
"3",1,2,NA,NA,NA
"3",1,3,NA,NA,NA
"3",1,4,NA,NA,NA
"3",1,5,NA,NA,NA
"1",1,1,"naloxone_take_home_sod",0,0
"1",1,2,NA,NA,NA
"1",1,3,NA,NA,NA
"1",1,4,NA,NA,NA
"1",1,5,NA,NA,NA
