"subsystem","nb_of_factors","factor_rank","factor","degree","betweenness"
"201",1,1,"CLOBET.BUT_OINT.0.05.",0,0
"201",1,2,NA,NA,NA
"201",1,3,NA,NA,NA
"201",1,4,NA,NA,NA
"201",1,5,NA,NA,NA
"200",1,1,"DERBAC.M_LIQ.0.5.",0,0
"200",1,2,NA,NA,NA
"200",1,3,NA,NA,NA
"200",1,4,NA,NA,NA
"200",1,5,NA,NA,NA
"199",1,1,"NITRAZEPAM_TAB.5MG",0,0
"199",1,2,NA,NA,NA
"199",1,3,NA,NA,NA
"199",1,4,NA,NA,NA
"199",1,5,NA,NA,NA
"198",1,1,"DOSULEPIN.HCL_TAB.75MG",0,0
"198",1,2,NA,NA,NA
"198",1,3,NA,NA,NA
"198",1,4,NA,NA,NA
"198",1,5,NA,NA,NA
"197",1,1,"MOVICOL_PDR.SACH.13.8G..LEM...LIM.",0,0
"197",1,2,NA,NA,NA
"197",1,3,NA,NA,NA
"197",1,4,NA,NA,NA
"197",1,5,NA,NA,NA
"196",1,1,"PROCHLPZINE.MAL_TAB.BUCCAL.3MG",0,0
"196",1,2,NA,NA,NA
"196",1,3,NA,NA,NA
"196",1,4,NA,NA,NA
"196",1,5,NA,NA,NA
"195",1,1,"F110_MENTAL.AND.BEHAVIOURAL.DISORDERS.DUE.TO.ACUTE.INTOXICATION.WITH.OPIOIDS",0,0
"195",1,2,NA,NA,NA
"195",1,3,NA,NA,NA
"195",1,4,NA,NA,NA
"195",1,5,NA,NA,NA
"194",1,1,"phenazepam_td",0,0
"194",1,2,NA,NA,NA
"194",1,3,NA,NA,NA
"194",1,4,NA,NA,NA
"194",1,5,NA,NA,NA
"193",1,1,"psychotic_episode_pc",0,0
"193",1,2,NA,NA,NA
"193",1,3,NA,NA,NA
"193",1,4,NA,NA,NA
"193",1,5,NA,NA,NA
"192",1,1,"post_traumatic_stress_disorder_pc",0,0
"192",1,2,NA,NA,NA
"192",1,3,NA,NA,NA
"192",1,4,NA,NA,NA
"192",1,5,NA,NA,NA
"191",1,1,"personality_disorder_pc",0,0
"191",1,2,NA,NA,NA
"191",1,3,NA,NA,NA
"191",1,4,NA,NA,NA
"191",1,5,NA,NA,NA
"190",1,1,"skin_condition_mc",0,0
"190",1,2,NA,NA,NA
"190",1,3,NA,NA,NA
"190",1,4,NA,NA,NA
"190",1,5,NA,NA,NA
"189",1,1,"liver_disease_mc",0,0
"189",1,2,NA,NA,NA
"189",1,3,NA,NA,NA
"189",1,4,NA,NA,NA
"189",1,5,NA,NA,NA
"188",1,1,"hiv_aids_mc",0,0
"188",1,2,NA,NA,NA
"188",1,3,NA,NA,NA
"188",1,4,NA,NA,NA
"188",1,5,NA,NA,NA
"187",1,1,"prison_lw",0,0
"187",1,2,NA,NA,NA
"187",1,3,NA,NA,NA
"187",1,4,NA,NA,NA
"187",1,5,NA,NA,NA
"186",1,1,"dihydrocodeine_td",0,0
"186",1,2,NA,NA,NA
"186",1,3,NA,NA,NA
"186",1,4,NA,NA,NA
"186",1,5,NA,NA,NA
"185",1,1,"paracetamol_td",0,0
"185",1,2,NA,NA,NA
"185",1,3,NA,NA,NA
"185",1,4,NA,NA,NA
"185",1,5,NA,NA,NA
"184",1,1,"arthritis_mc",0,0
"184",1,2,NA,NA,NA
"184",1,3,NA,NA,NA
"184",1,4,NA,NA,NA
"184",1,5,NA,NA,NA
"183",1,1,"volatile_substances_idu",0,0
"183",1,2,NA,NA,NA
"183",1,3,NA,NA,NA
"183",1,4,NA,NA,NA
"183",1,5,NA,NA,NA
"182",1,1,"cocaine_td",0,0
"182",1,2,NA,NA,NA
"182",1,3,NA,NA,NA
"182",1,4,NA,NA,NA
"182",1,5,NA,NA,NA
"181",1,1,"methadone_td",0,0
"181",1,2,NA,NA,NA
"181",1,3,NA,NA,NA
"181",1,4,NA,NA,NA
"181",1,5,NA,NA,NA
"180",1,1,"social_work_chnd",0,0
"180",1,2,NA,NA,NA
"180",1,3,NA,NA,NA
"180",1,4,NA,NA,NA
"180",1,5,NA,NA,NA
"179",1,1,"temazepam_non_prescribed_idu",0,0
"179",1,2,NA,NA,NA
"179",1,3,NA,NA,NA
"179",1,4,NA,NA,NA
"179",1,5,NA,NA,NA
"178",1,1,"supported_accomodation_cha",0,0
"178",1,2,NA,NA,NA
"178",1,3,NA,NA,NA
"178",1,4,NA,NA,NA
"178",1,5,NA,NA,NA
"177",1,1,"social_work_offender_services_cha",0,0
"177",1,2,NA,NA,NA
"177",1,3,NA,NA,NA
"177",1,4,NA,NA,NA
"177",1,5,NA,NA,NA
"176",1,1,"other_nps_td",0,0
"176",1,2,NA,NA,NA
"176",1,3,NA,NA,NA
"176",1,4,NA,NA,NA
"176",1,5,NA,NA,NA
"175",1,1,"anniversary_rse",0,0
"175",1,2,NA,NA,NA
"175",1,3,NA,NA,NA
"175",1,4,NA,NA,NA
"175",1,5,NA,NA,NA
"166",1,1,"FUCIBET_CRM",0,0
"166",1,2,NA,NA,NA
"166",1,3,NA,NA,NA
"166",1,4,NA,NA,NA
"166",1,5,NA,NA,NA
"150",1,1,"DICLOFENAC.SOD_TAB.E.C.25MG",0,0
"150",1,2,NA,NA,NA
"150",1,3,NA,NA,NA
"150",1,4,NA,NA,NA
"150",1,5,NA,NA,NA
"148",1,1,"PARACET_CAP.500MG",0,0
"148",1,2,NA,NA,NA
"148",1,3,NA,NA,NA
"148",1,4,NA,NA,NA
"148",1,5,NA,NA,NA
"135",1,1,"R410_DISORIENTATION..UNSPECIFIED",0,0
"135",1,2,NA,NA,NA
"135",1,3,NA,NA,NA
"135",1,4,NA,NA,NA
"135",1,5,NA,NA,NA
"134",1,1,"I10X_ESSENTIAL..PRIMARY..HYPERTENSION",0,0
"134",1,2,NA,NA,NA
"134",1,3,NA,NA,NA
"134",1,4,NA,NA,NA
"134",1,5,NA,NA,NA
"133",1,1,"K760_FATTY..CHANGE.OF..LIVER..NOT.ELSEWHERE.CLASSIFIED",0,0
"133",1,2,NA,NA,NA
"133",1,3,NA,NA,NA
"133",1,4,NA,NA,NA
"133",1,5,NA,NA,NA
"132",1,1,"F1025_ALCOHOL.DEPENDENCE.SYNDROME..CONTINUOUS.USE",0,0
"132",1,2,NA,NA,NA
"132",1,3,NA,NA,NA
"132",1,4,NA,NA,NA
"132",1,5,NA,NA,NA
"117",1,1,"R945_ABNORMAL.RESULTS.OF.LIVER.FUNCTION.STUDIES",0,0
"117",1,2,NA,NA,NA
"117",1,3,NA,NA,NA
"117",1,4,NA,NA,NA
"117",1,5,NA,NA,NA
"106",1,1,"pregabalin_td",0,0
"106",1,2,NA,NA,NA
"106",1,3,NA,NA,NA
"106",1,4,NA,NA,NA
"106",1,5,NA,NA,NA
"103",1,1,"nordiazepam_td",0,0
"103",1,2,NA,NA,NA
"103",1,3,NA,NA,NA
"103",1,4,NA,NA,NA
"103",1,5,NA,NA,NA
"101",1,1,"heroin_morphine_td",0,0
"101",1,2,NA,NA,NA
"101",1,3,NA,NA,NA
"101",1,4,NA,NA,NA
"101",1,5,NA,NA,NA
"100",1,1,"gabapentin_td",0,0
"100",1,2,NA,NA,NA
"100",1,3,NA,NA,NA
"100",1,4,NA,NA,NA
"100",1,5,NA,NA,NA
"99",1,1,"etizolam_td",0,0
"99",1,2,NA,NA,NA
"99",1,3,NA,NA,NA
"99",1,4,NA,NA,NA
"99",1,5,NA,NA,NA
"97",1,1,"diazepam_td",0,0
"97",1,2,NA,NA,NA
"97",1,3,NA,NA,NA
"97",1,4,NA,NA,NA
"97",1,5,NA,NA,NA
"96",1,1,"codeine_td",0,0
"96",1,2,NA,NA,NA
"96",1,3,NA,NA,NA
"96",1,4,NA,NA,NA
"96",1,5,NA,NA,NA
"95",1,1,"cannabis_td",0,0
"95",1,2,NA,NA,NA
"95",1,3,NA,NA,NA
"95",1,4,NA,NA,NA
"95",1,5,NA,NA,NA
"94",1,1,"buprenorphine_td",0,0
"94",1,2,NA,NA,NA
"94",1,3,NA,NA,NA
"94",1,4,NA,NA,NA
"94",1,5,NA,NA,NA
"93",1,1,"anti_depressants_td",0,0
"93",1,2,NA,NA,NA
"93",1,3,NA,NA,NA
"93",1,4,NA,NA,NA
"93",1,5,NA,NA,NA
"92",1,1,"amphetamines_td",0,0
"92",1,2,NA,NA,NA
"92",1,3,NA,NA,NA
"92",1,4,NA,NA,NA
"92",1,5,NA,NA,NA
"91",1,1,"alprazolam_td",0,0
"91",1,2,NA,NA,NA
"91",1,3,NA,NA,NA
"91",1,4,NA,NA,NA
"91",1,5,NA,NA,NA
"90",1,1,"alcohol_td",0,0
"90",1,2,NA,NA,NA
"90",1,3,NA,NA,NA
"90",1,4,NA,NA,NA
"90",1,5,NA,NA,NA
"89",1,1,"public_place_indoors_pdu",0,0
"89",1,2,NA,NA,NA
"89",1,3,NA,NA,NA
"89",1,4,NA,NA,NA
"89",1,5,NA,NA,NA
"88",1,1,"own_home_pdu",0,0
"88",1,2,NA,NA,NA
"88",1,3,NA,NA,NA
"88",1,4,NA,NA,NA
"88",1,5,NA,NA,NA
"87",1,1,"outdoors_pdu",0,0
"87",1,2,NA,NA,NA
"87",1,3,NA,NA,NA
"87",1,4,NA,NA,NA
"87",1,5,NA,NA,NA
"86",1,1,"others_home_pdu",0,0
"86",1,2,NA,NA,NA
"86",1,3,NA,NA,NA
"86",1,4,NA,NA,NA
"86",1,5,NA,NA,NA
"84",1,1,"no_known_psychiatric_conditions_pc",0,0
"84",1,2,NA,NA,NA
"84",1,3,NA,NA,NA
"84",1,4,NA,NA,NA
"84",1,5,NA,NA,NA
"82",1,1,"depression_low_mood_pc",0,0
"82",1,2,NA,NA,NA
"82",1,3,NA,NA,NA
"82",1,4,NA,NA,NA
"82",1,5,NA,NA,NA
"80",1,1,"anxiety_pc",0,0
"80",1,2,NA,NA,NA
"80",1,3,NA,NA,NA
"80",1,4,NA,NA,NA
"80",1,5,NA,NA,NA
"79",1,1,"a_dhd_add_pc",0,0
"79",1,2,NA,NA,NA
"79",1,3,NA,NA,NA
"79",1,4,NA,NA,NA
"79",1,5,NA,NA,NA
"72",1,1,"no_known_medical_conditions_mc",0,0
"72",1,2,NA,NA,NA
"72",1,3,NA,NA,NA
"72",1,4,NA,NA,NA
"72",1,5,NA,NA,NA
"65",1,1,"cardiac_condition_mc",0,0
"65",1,2,NA,NA,NA
"65",1,3,NA,NA,NA
"65",1,4,NA,NA,NA
"65",1,5,NA,NA,NA
"64",1,1,"back_pain_injury_mc",0,0
"64",1,2,NA,NA,NA
"64",1,3,NA,NA,NA
"64",1,4,NA,NA,NA
"64",1,5,NA,NA,NA
"61",1,1,"no_fixed_abode_lw",0,0
"61",1,2,NA,NA,NA
"61",1,3,NA,NA,NA
"61",1,4,NA,NA,NA
"61",1,5,NA,NA,NA
"57",1,1,"methadone_non_prescribed_idu",0,0
"57",1,2,NA,NA,NA
"57",1,3,NA,NA,NA
"57",1,4,NA,NA,NA
"57",1,5,NA,NA,NA
"56",1,1,"legal_highs_new_psychoactive_substances_idu",0,0
"56",1,2,NA,NA,NA
"56",1,3,NA,NA,NA
"56",1,4,NA,NA,NA
"56",1,5,NA,NA,NA
"55",1,1,"heroin_idu",0,0
"55",1,2,NA,NA,NA
"55",1,3,NA,NA,NA
"55",1,4,NA,NA,NA
"55",1,5,NA,NA,NA
"54",1,1,"gabapentin_idu",0,0
"54",1,2,NA,NA,NA
"54",1,3,NA,NA,NA
"54",1,4,NA,NA,NA
"54",1,5,NA,NA,NA
"53",1,1,"ecstasy_mdma_idu",0,0
"53",1,2,NA,NA,NA
"53",1,3,NA,NA,NA
"53",1,4,NA,NA,NA
"53",1,5,NA,NA,NA
"51",1,1,"diazepam_non_prescribed_idu",0,0
"51",1,2,NA,NA,NA
"51",1,3,NA,NA,NA
"51",1,4,NA,NA,NA
"51",1,5,NA,NA,NA
"50",1,1,"crack_cocaine_idu",0,0
"50",1,2,NA,NA,NA
"50",1,3,NA,NA,NA
"50",1,4,NA,NA,NA
"50",1,5,NA,NA,NA
"49",1,1,"cocaine_idu",0,0
"49",1,2,NA,NA,NA
"49",1,3,NA,NA,NA
"49",1,4,NA,NA,NA
"49",1,5,NA,NA,NA
"48",1,1,"cannabis_idu",0,0
"48",1,2,NA,NA,NA
"48",1,3,NA,NA,NA
"48",1,4,NA,NA,NA
"48",1,5,NA,NA,NA
"47",1,1,"buprenorphine_idu",0,0
"47",1,2,NA,NA,NA
"47",1,3,NA,NA,NA
"47",1,4,NA,NA,NA
"47",1,5,NA,NA,NA
"46",1,1,"amphetamines_idu",0,0
"46",1,2,NA,NA,NA
"46",1,3,NA,NA,NA
"46",1,4,NA,NA,NA
"46",1,5,NA,NA,NA
"45",1,1,"unemployed_es",0,0
"45",1,2,NA,NA,NA
"45",1,3,NA,NA,NA
"45",1,4,NA,NA,NA
"45",1,5,NA,NA,NA
"44",1,1,"retired_es",0,0
"44",1,2,NA,NA,NA
"44",1,3,NA,NA,NA
"44",1,4,NA,NA,NA
"44",1,5,NA,NA,NA
"43",1,1,"long_term_sick_disabled_es",0,0
"43",1,2,NA,NA,NA
"43",1,3,NA,NA,NA
"43",1,4,NA,NA,NA
"43",1,5,NA,NA,NA
"42",1,1,"employed_paid_unpaid_es",0,0
"42",1,2,NA,NA,NA
"42",1,3,NA,NA,NA
"42",1,4,NA,NA,NA
"42",1,5,NA,NA,NA
"41",1,1,"snorting_edu",0,0
"41",1,2,NA,NA,NA
"41",1,3,NA,NA,NA
"41",1,4,NA,NA,NA
"41",1,5,NA,NA,NA
"40",1,1,"smoking_edu",0,0
"40",1,2,NA,NA,NA
"40",1,3,NA,NA,NA
"40",1,4,NA,NA,NA
"40",1,5,NA,NA,NA
"39",1,1,"oral_consumption_edu",0,0
"39",1,2,NA,NA,NA
"39",1,3,NA,NA,NA
"39",1,4,NA,NA,NA
"39",1,5,NA,NA,NA
"38",1,1,"no_evidence_of_drug_taking_or_alcohol_consumption_edu",0,0
"38",1,2,NA,NA,NA
"38",1,3,NA,NA,NA
"38",1,4,NA,NA,NA
"38",1,5,NA,NA,NA
"37",1,1,"injecting_edu",0,0
"37",1,2,NA,NA,NA
"37",1,3,NA,NA,NA
"37",1,4,NA,NA,NA
"37",1,5,NA,NA,NA
"35",1,1,"alcohol_consumption_edu",0,0
"35",1,2,NA,NA,NA
"35",1,3,NA,NA,NA
"35",1,4,NA,NA,NA
"35",1,5,NA,NA,NA
"33",1,1,"not_currently_prescribed_a_substitute_drug_cp",0,0
"33",1,2,NA,NA,NA
"33",1,3,NA,NA,NA
"33",1,4,NA,NA,NA
"33",1,5,NA,NA,NA
"32",1,1,"methadone_cp",0,0
"32",1,2,NA,NA,NA
"32",1,3,NA,NA,NA
"32",1,4,NA,NA,NA
"32",1,5,NA,NA,NA
"31",1,1,"no_known_contact_chnd",0,0
"31",1,2,NA,NA,NA
"31",1,3,NA,NA,NA
"31",1,4,NA,NA,NA
"31",1,5,NA,NA,NA
"30",1,1,"mental_health_services_chnd",0,0
"30",1,2,NA,NA,NA
"30",1,3,NA,NA,NA
"30",1,4,NA,NA,NA
"30",1,5,NA,NA,NA
"29",1,1,"housing_chnd",0,0
"29",1,2,NA,NA,NA
"29",1,3,NA,NA,NA
"29",1,4,NA,NA,NA
"29",1,5,NA,NA,NA
"28",1,1,"homeless_services_chnd",0,0
"28",1,2,NA,NA,NA
"28",1,3,NA,NA,NA
"28",1,4,NA,NA,NA
"28",1,5,NA,NA,NA
"27",1,1,"alcohol_services_chnd",0,0
"27",1,2,NA,NA,NA
"27",1,3,NA,NA,NA
"27",1,4,NA,NA,NA
"27",1,5,NA,NA,NA
"26",1,1,"voluntary_sector_cha",0,0
"26",1,2,NA,NA,NA
"26",1,3,NA,NA,NA
"26",1,4,NA,NA,NA
"26",1,5,NA,NA,NA
"24",1,1,"residential_rehab_cha",0,0
"24",1,2,NA,NA,NA
"24",1,3,NA,NA,NA
"24",1,4,NA,NA,NA
"24",1,5,NA,NA,NA
"23",1,1,"psychiatric_services_cha",0,0
"23",1,2,NA,NA,NA
"23",1,3,NA,NA,NA
"23",1,4,NA,NA,NA
"23",1,5,NA,NA,NA
"22",1,1,"prison_healthcare_cha",0,0
"22",1,2,NA,NA,NA
"22",1,3,NA,NA,NA
"22",1,4,NA,NA,NA
"22",1,5,NA,NA,NA
"21",1,1,"needle_exchange_cha",0,0
"21",1,2,NA,NA,NA
"21",1,3,NA,NA,NA
"21",1,4,NA,NA,NA
"21",1,5,NA,NA,NA
"19",1,1,"gp_cha",0,0
"19",1,2,NA,NA,NA
"19",1,3,NA,NA,NA
"19",1,4,NA,NA,NA
"19",1,5,NA,NA,NA
"18",1,1,"addiction_psychology_cha",0,0
"18",1,2,NA,NA,NA
"18",1,3,NA,NA,NA
"18",1,4,NA,NA,NA
"18",1,5,NA,NA,NA
"17",1,1,"a_e_cha",0,0
"17",1,2,NA,NA,NA
"17",1,3,NA,NA,NA
"17",1,4,NA,NA,NA
"17",1,5,NA,NA,NA
"16",1,1,"vitamin_supplements_aa",0,0
"16",1,2,NA,NA,NA
"16",1,3,NA,NA,NA
"16",1,4,NA,NA,NA
"16",1,5,NA,NA,NA
"15",1,1,"self_help_individual_and_group_based_aa",0,0
"15",1,2,NA,NA,NA
"15",1,3,NA,NA,NA
"15",1,4,NA,NA,NA
"15",1,5,NA,NA,NA
"14",1,1,"pharmacotherapy_and_community_based_detoxification_aa",0,0
"14",1,2,NA,NA,NA
"14",1,3,NA,NA,NA
"14",1,4,NA,NA,NA
"14",1,5,NA,NA,NA
"13",1,1,"no_known_treatment_aa",0,0
"13",1,2,NA,NA,NA
"13",1,3,NA,NA,NA
"13",1,4,NA,NA,NA
"13",1,5,NA,NA,NA
"11",1,1,"community_based_psychosocial_therapy_aa",0,0
"11",1,2,NA,NA,NA
"11",1,3,NA,NA,NA
"11",1,4,NA,NA,NA
"11",1,5,NA,NA,NA
"10",1,1,"alcohol_brief_interventions_aa",0,0
"10",1,2,NA,NA,NA
"10",1,3,NA,NA,NA
"10",1,4,NA,NA,NA
"10",1,5,NA,NA,NA
"9",1,1,"alcohol_use_problem",0,0
"9",1,2,NA,NA,NA
"9",1,3,NA,NA,NA
"9",1,4,NA,NA,NA
"9",1,5,NA,NA,NA
"8",1,1,"prison_rse",0,0
"8",1,2,NA,NA,NA
"8",1,3,NA,NA,NA
"8",1,4,NA,NA,NA
"8",1,5,NA,NA,NA
"7",1,1,"homeless_rse",0,0
"7",1,2,NA,NA,NA
"7",1,3,NA,NA,NA
"7",1,4,NA,NA,NA
"7",1,5,NA,NA,NA
"6",1,1,"relapse_rse",0,0
"6",1,2,NA,NA,NA
"6",1,3,NA,NA,NA
"6",1,4,NA,NA,NA
"6",1,5,NA,NA,NA
"5",1,1,"illhealth_rse",0,0
"5",1,2,NA,NA,NA
"5",1,3,NA,NA,NA
"5",1,4,NA,NA,NA
"5",1,5,NA,NA,NA
"3",1,1,"bereavement_rse",0,0
"3",1,2,NA,NA,NA
"3",1,3,NA,NA,NA
"3",1,4,NA,NA,NA
"3",1,5,NA,NA,NA
"2",1,1,"breakdown_rse",0,0
"2",1,2,NA,NA,NA
"2",1,3,NA,NA,NA
"2",1,4,NA,NA,NA
"2",1,5,NA,NA,NA
"1",1,1,"naloxone_take_home_sod",0,0
"1",1,2,NA,NA,NA
"1",1,3,NA,NA,NA
"1",1,4,NA,NA,NA
"1",1,5,NA,NA,NA
