"variable","community","degree","closeness","betweenness","strength","source"
"statutory_addiction_service_cha",12,0,NA,0,0,"NDRDD"
"hospital_inpatient_treatment_cha",11,1,1,0,1,"NDRDD"
"hospital_outpatient_treatment_cha",11,1,1,0,1,"NDRDD"
"harm_reduction_team_cha",10,1,1,0,1,"NDRDD"
"needle_exchange_cha",10,1,1,0,1,"NDRDD"
"no_known_treatment_aa",9,0,NA,0,0,"NDRDD"
"inpatient_detoxification_and_residential_community_rehabilitation_aa",8,0,NA,0,0,"NDRDD"
"alcohol_brief_interventions_aa",7,0,NA,0,0,"NDRDD"
"alcohol_use_problem",6,1,1,0,1,"NDRDD"
"community_based_psychosocial_therapy_aa",6,1,1,0,1,"NDRDD"
"prison_rse",5,0,NA,0,0,"NDRDD"
"anniversary_rse",4,0,NA,0,0,"NDRDD"
"homeless_rse",3,0,NA,0,0,"NDRDD"
"lossofchildcustody_rse",2,1,1,0,1,"NDRDD"
"childcustodyissues_rse",2,1,1,0,1,"NDRDD"
"naloxone_take_home_sod",1,0,NA,0,0,"NDRDD"
