"subsystem","nb_of_factors","factor_rank","factor","degree","betweenness"
"181",1,5,NA,NA,NA
"180",1,1,"trazodone_td",0,0
"180",1,2,NA,NA,NA
"180",1,3,NA,NA,NA
"180",1,4,NA,NA,NA
"180",1,5,NA,NA,NA
"179",1,1,"personality_disorder_pc",0,0
"179",1,2,NA,NA,NA
"179",1,3,NA,NA,NA
"179",1,4,NA,NA,NA
"179",1,5,NA,NA,NA
"178",1,1,"psychotic_episode_pc",0,0
"178",1,2,NA,NA,NA
"178",1,3,NA,NA,NA
"178",1,4,NA,NA,NA
"178",1,5,NA,NA,NA
"177",1,1,"pregabalin_op",0,0
"177",1,2,NA,NA,NA
"177",1,3,NA,NA,NA
"177",1,4,NA,NA,NA
"177",1,5,NA,NA,NA
"176",1,1,"obesity_mc",0,0
"176",1,2,NA,NA,NA
"176",1,3,NA,NA,NA
"176",1,4,NA,NA,NA
"176",1,5,NA,NA,NA
"175",1,1,"stomach_problems_gastritis_mc",0,0
"175",1,2,NA,NA,NA
"175",1,3,NA,NA,NA
"175",1,4,NA,NA,NA
"175",1,5,NA,NA,NA
"174",1,1,"cocaine_td",0,0
"174",1,2,NA,NA,NA
"174",1,3,NA,NA,NA
"174",1,4,NA,NA,NA
"174",1,5,NA,NA,NA
"173",1,1,"dihydrocodeine_td",0,0
"173",1,2,NA,NA,NA
"173",1,3,NA,NA,NA
"173",1,4,NA,NA,NA
"173",1,5,NA,NA,NA
"172",1,1,"cannabis_td",0,0
"172",1,2,NA,NA,NA
"172",1,3,NA,NA,NA
"172",1,4,NA,NA,NA
"172",1,5,NA,NA,NA
"171",1,1,"ecstasy_mdma_idu",0,0
"171",1,2,NA,NA,NA
"171",1,3,NA,NA,NA
"171",1,4,NA,NA,NA
"171",1,5,NA,NA,NA
"170",1,1,"paracetamol_td",0,0
"170",1,2,NA,NA,NA
"170",1,3,NA,NA,NA
"170",1,4,NA,NA,NA
"170",1,5,NA,NA,NA
"169",1,1,"pregabalin_td",0,0
"169",1,2,NA,NA,NA
"169",1,3,NA,NA,NA
"169",1,4,NA,NA,NA
"169",1,5,NA,NA,NA
"168",1,1,"social_work_chnd",0,0
"168",1,2,NA,NA,NA
"168",1,3,NA,NA,NA
"168",1,4,NA,NA,NA
"168",1,5,NA,NA,NA
"167",1,1,"psychiatric_services_cha",0,0
"167",1,2,NA,NA,NA
"167",1,3,NA,NA,NA
"167",1,4,NA,NA,NA
"167",1,5,NA,NA,NA
"166",1,1,"quetiapine_td",0,0
"166",1,2,NA,NA,NA
"166",1,3,NA,NA,NA
"166",1,4,NA,NA,NA
"166",1,5,NA,NA,NA
"165",1,1,"vitamin_supplements_aa",0,0
"165",1,2,NA,NA,NA
"165",1,3,NA,NA,NA
"165",1,4,NA,NA,NA
"165",1,5,NA,NA,NA
"164",1,1,"mirtazapine_td",0,0
"164",1,2,NA,NA,NA
"164",1,3,NA,NA,NA
"164",1,4,NA,NA,NA
"164",1,5,NA,NA,NA
"163",1,1,"diclazepam_td",0,0
"163",1,2,NA,NA,NA
"163",1,3,NA,NA,NA
"163",1,4,NA,NA,NA
"163",1,5,NA,NA,NA
"162",1,1,"pharmacotherapy_and_community_based_detoxification_aa",0,0
"162",1,2,NA,NA,NA
"162",1,3,NA,NA,NA
"162",1,4,NA,NA,NA
"162",1,5,NA,NA,NA
"161",1,1,"employability_services_chnd",0,0
"161",1,2,NA,NA,NA
"161",1,3,NA,NA,NA
"161",1,4,NA,NA,NA
"161",1,5,NA,NA,NA
"160",1,1,"needle_exchange_cha",0,0
"160",1,2,NA,NA,NA
"160",1,3,NA,NA,NA
"160",1,4,NA,NA,NA
"160",1,5,NA,NA,NA
"153",1,1,"SYMBICORT_TURBOHALER.200MCG.6MCG..120.D.",0,0
"153",1,2,NA,NA,NA
"153",1,3,NA,NA,NA
"153",1,4,NA,NA,NA
"153",1,5,NA,NA,NA
"133",1,1,"DICLOFENAC.SOD_TAB.E.C.25MG",0,0
"133",1,2,NA,NA,NA
"133",1,3,NA,NA,NA
"133",1,4,NA,NA,NA
"133",1,5,NA,NA,NA
"97",1,1,"Y009_ASSAULT.BY.BLUNT.OBJECT.IN.UNSPECIFIED.PLACE",0,0
"97",1,2,NA,NA,NA
"97",1,3,NA,NA,NA
"97",1,4,NA,NA,NA
"97",1,5,NA,NA,NA
"87",1,1,"nordiazepam_td",0,0
"87",1,2,NA,NA,NA
"87",1,3,NA,NA,NA
"87",1,4,NA,NA,NA
"87",1,5,NA,NA,NA
"86",1,1,"methadone_td",0,0
"86",1,2,NA,NA,NA
"86",1,3,NA,NA,NA
"86",1,4,NA,NA,NA
"86",1,5,NA,NA,NA
"84",1,1,"heroin_morphine_td",0,0
"84",1,2,NA,NA,NA
"84",1,3,NA,NA,NA
"84",1,4,NA,NA,NA
"84",1,5,NA,NA,NA
"83",1,1,"gabapentin_td",0,0
"83",1,2,NA,NA,NA
"83",1,3,NA,NA,NA
"83",1,4,NA,NA,NA
"83",1,5,NA,NA,NA
"82",1,1,"etizolam_td",0,0
"82",1,2,NA,NA,NA
"82",1,3,NA,NA,NA
"82",1,4,NA,NA,NA
"82",1,5,NA,NA,NA
"80",1,1,"diazepam_td",0,0
"80",1,2,NA,NA,NA
"80",1,3,NA,NA,NA
"80",1,4,NA,NA,NA
"80",1,5,NA,NA,NA
"79",1,1,"codeine_td",0,0
"79",1,2,NA,NA,NA
"79",1,3,NA,NA,NA
"79",1,4,NA,NA,NA
"79",1,5,NA,NA,NA
"78",1,1,"alprazolam_td",0,0
"78",1,2,NA,NA,NA
"78",1,3,NA,NA,NA
"78",1,4,NA,NA,NA
"78",1,5,NA,NA,NA
"77",1,1,"alcohol_td",0,0
"77",1,2,NA,NA,NA
"77",1,3,NA,NA,NA
"77",1,4,NA,NA,NA
"77",1,5,NA,NA,NA
"76",1,1,"public_place_indoors_pdu",0,0
"76",1,2,NA,NA,NA
"76",1,3,NA,NA,NA
"76",1,4,NA,NA,NA
"76",1,5,NA,NA,NA
"75",1,1,"own_home_pdu",0,0
"75",1,2,NA,NA,NA
"75",1,3,NA,NA,NA
"75",1,4,NA,NA,NA
"75",1,5,NA,NA,NA
"74",1,1,"outdoors_pdu",0,0
"74",1,2,NA,NA,NA
"74",1,3,NA,NA,NA
"74",1,4,NA,NA,NA
"74",1,5,NA,NA,NA
"73",1,1,"others_home_pdu",0,0
"73",1,2,NA,NA,NA
"73",1,3,NA,NA,NA
"73",1,4,NA,NA,NA
"73",1,5,NA,NA,NA
"71",1,1,"post_traumatic_stress_disorder_pc",0,0
"71",1,2,NA,NA,NA
"71",1,3,NA,NA,NA
"71",1,4,NA,NA,NA
"71",1,5,NA,NA,NA
"70",1,1,"no_known_psychiatric_conditions_pc",0,0
"70",1,2,NA,NA,NA
"70",1,3,NA,NA,NA
"70",1,4,NA,NA,NA
"70",1,5,NA,NA,NA
"69",1,1,"depression_low_mood_pc",0,0
"69",1,2,NA,NA,NA
"69",1,3,NA,NA,NA
"69",1,4,NA,NA,NA
"69",1,5,NA,NA,NA
"67",1,1,"anxiety_pc",0,0
"67",1,2,NA,NA,NA
"67",1,3,NA,NA,NA
"67",1,4,NA,NA,NA
"67",1,5,NA,NA,NA
"66",1,1,"a_dhd_add_pc",0,0
"66",1,2,NA,NA,NA
"66",1,3,NA,NA,NA
"66",1,4,NA,NA,NA
"66",1,5,NA,NA,NA
"63",1,1,"mirtazapine_op",0,0
"63",1,2,NA,NA,NA
"63",1,3,NA,NA,NA
"63",1,4,NA,NA,NA
"63",1,5,NA,NA,NA
"57",1,1,"no_known_medical_conditions_mc",0,0
"57",1,2,NA,NA,NA
"57",1,3,NA,NA,NA
"57",1,4,NA,NA,NA
"57",1,5,NA,NA,NA
"55",1,1,"learning_disability_mc",0,0
"55",1,2,NA,NA,NA
"55",1,3,NA,NA,NA
"55",1,4,NA,NA,NA
"55",1,5,NA,NA,NA
"50",1,1,"chronic_pain_mc",0,0
"50",1,2,NA,NA,NA
"50",1,3,NA,NA,NA
"50",1,4,NA,NA,NA
"50",1,5,NA,NA,NA
"49",1,1,"chronic_hepatitis_b_mc",0,0
"49",1,2,NA,NA,NA
"49",1,3,NA,NA,NA
"49",1,4,NA,NA,NA
"49",1,5,NA,NA,NA
"48",1,1,"cardiac_condition_mc",0,0
"48",1,2,NA,NA,NA
"48",1,3,NA,NA,NA
"48",1,4,NA,NA,NA
"48",1,5,NA,NA,NA
"47",1,1,"back_pain_injury_mc",0,0
"47",1,2,NA,NA,NA
"47",1,3,NA,NA,NA
"47",1,4,NA,NA,NA
"47",1,5,NA,NA,NA
"45",1,1,"methadone_non_prescribed_idu",0,0
"45",1,2,NA,NA,NA
"45",1,3,NA,NA,NA
"45",1,4,NA,NA,NA
"45",1,5,NA,NA,NA
"44",1,1,"heroin_idu",0,0
"44",1,2,NA,NA,NA
"44",1,3,NA,NA,NA
"44",1,4,NA,NA,NA
"44",1,5,NA,NA,NA
"43",1,1,"gabapentin_idu",0,0
"43",1,2,NA,NA,NA
"43",1,3,NA,NA,NA
"43",1,4,NA,NA,NA
"43",1,5,NA,NA,NA
"41",1,1,"diazepam_non_prescribed_idu",0,0
"41",1,2,NA,NA,NA
"41",1,3,NA,NA,NA
"41",1,4,NA,NA,NA
"41",1,5,NA,NA,NA
"40",1,1,"crack_cocaine_idu",0,0
"40",1,2,NA,NA,NA
"40",1,3,NA,NA,NA
"40",1,4,NA,NA,NA
"40",1,5,NA,NA,NA
"39",1,1,"cocaine_idu",0,0
"39",1,2,NA,NA,NA
"39",1,3,NA,NA,NA
"39",1,4,NA,NA,NA
"39",1,5,NA,NA,NA
"38",1,1,"cannabis_idu",0,0
"38",1,2,NA,NA,NA
"38",1,3,NA,NA,NA
"38",1,4,NA,NA,NA
"38",1,5,NA,NA,NA
"37",1,1,"amphetamines_idu",0,0
"37",1,2,NA,NA,NA
"37",1,3,NA,NA,NA
"37",1,4,NA,NA,NA
"37",1,5,NA,NA,NA
"36",1,1,"unemployed_es",0,0
"36",1,2,NA,NA,NA
"36",1,3,NA,NA,NA
"36",1,4,NA,NA,NA
"36",1,5,NA,NA,NA
"35",1,1,"retired_es",0,0
"35",1,2,NA,NA,NA
"35",1,3,NA,NA,NA
"35",1,4,NA,NA,NA
"35",1,5,NA,NA,NA
"34",1,1,"long_term_sick_disabled_es",0,0
"34",1,2,NA,NA,NA
"34",1,3,NA,NA,NA
"34",1,4,NA,NA,NA
"34",1,5,NA,NA,NA
"33",1,1,"employed_paid_unpaid_es",0,0
"33",1,2,NA,NA,NA
"33",1,3,NA,NA,NA
"33",1,4,NA,NA,NA
"33",1,5,NA,NA,NA
"32",1,1,"snorting_edu",0,0
"32",1,2,NA,NA,NA
"32",1,3,NA,NA,NA
"32",1,4,NA,NA,NA
"32",1,5,NA,NA,NA
"31",1,1,"smoking_edu",0,0
"31",1,2,NA,NA,NA
"31",1,3,NA,NA,NA
"31",1,4,NA,NA,NA
"31",1,5,NA,NA,NA
"30",1,1,"oral_consumption_edu",0,0
"30",1,2,NA,NA,NA
"30",1,3,NA,NA,NA
"30",1,4,NA,NA,NA
"30",1,5,NA,NA,NA
"29",1,1,"no_evidence_of_drug_taking_or_alcohol_consumption_edu",0,0
"29",1,2,NA,NA,NA
"29",1,3,NA,NA,NA
"29",1,4,NA,NA,NA
"29",1,5,NA,NA,NA
"28",1,1,"injecting_edu",0,0
"28",1,2,NA,NA,NA
"28",1,3,NA,NA,NA
"28",1,4,NA,NA,NA
"28",1,5,NA,NA,NA
"27",1,1,"alcohol_consumption_edu",0,0
"27",1,2,NA,NA,NA
"27",1,3,NA,NA,NA
"27",1,4,NA,NA,NA
"27",1,5,NA,NA,NA
"26",1,1,"not_currently_prescribed_a_substitute_drug_cp",0,0
"26",1,2,NA,NA,NA
"26",1,3,NA,NA,NA
"26",1,4,NA,NA,NA
"26",1,5,NA,NA,NA
"23",1,1,"no_known_contact_chnd",0,0
"23",1,2,NA,NA,NA
"23",1,3,NA,NA,NA
"23",1,4,NA,NA,NA
"23",1,5,NA,NA,NA
"22",1,1,"mental_health_services_chnd",0,0
"22",1,2,NA,NA,NA
"22",1,3,NA,NA,NA
"22",1,4,NA,NA,NA
"22",1,5,NA,NA,NA
"21",1,1,"housing_chnd",0,0
"21",1,2,NA,NA,NA
"21",1,3,NA,NA,NA
"21",1,4,NA,NA,NA
"21",1,5,NA,NA,NA
"20",1,1,"homeless_services_chnd",0,0
"20",1,2,NA,NA,NA
"20",1,3,NA,NA,NA
"20",1,4,NA,NA,NA
"20",1,5,NA,NA,NA
"18",1,1,"statutory_addiction_service_cha",0,0
"18",1,2,NA,NA,NA
"18",1,3,NA,NA,NA
"18",1,4,NA,NA,NA
"18",1,5,NA,NA,NA
"16",1,1,"gp_cha",0,0
"16",1,2,NA,NA,NA
"16",1,3,NA,NA,NA
"16",1,4,NA,NA,NA
"16",1,5,NA,NA,NA
"14",1,1,"a_e_cha",0,0
"14",1,2,NA,NA,NA
"14",1,3,NA,NA,NA
"14",1,4,NA,NA,NA
"14",1,5,NA,NA,NA
"12",1,1,"no_known_treatment_aa",0,0
"12",1,2,NA,NA,NA
"12",1,3,NA,NA,NA
"12",1,4,NA,NA,NA
"12",1,5,NA,NA,NA
"11",1,1,"inpatient_detoxification_and_residential_community_rehabilitation_aa",0,0
"11",1,2,NA,NA,NA
"11",1,3,NA,NA,NA
"11",1,4,NA,NA,NA
"11",1,5,NA,NA,NA
"10",1,1,"community_based_psychosocial_therapy_aa",0,0
"10",1,2,NA,NA,NA
"10",1,3,NA,NA,NA
"10",1,4,NA,NA,NA
"10",1,5,NA,NA,NA
"9",1,1,"alcohol_brief_interventions_aa",0,0
"9",1,2,NA,NA,NA
"9",1,3,NA,NA,NA
"9",1,4,NA,NA,NA
"9",1,5,NA,NA,NA
"8",1,1,"alcohol_use_problem",0,0
"8",1,2,NA,NA,NA
"8",1,3,NA,NA,NA
"8",1,4,NA,NA,NA
"8",1,5,NA,NA,NA
"7",1,1,"prison_rse",0,0
"7",1,2,NA,NA,NA
"7",1,3,NA,NA,NA
"7",1,4,NA,NA,NA
"7",1,5,NA,NA,NA
"6",1,1,"homeless_rse",0,0
"6",1,2,NA,NA,NA
"6",1,3,NA,NA,NA
"6",1,4,NA,NA,NA
"6",1,5,NA,NA,NA
"5",1,1,"illhealth_rse",0,0
"5",1,2,NA,NA,NA
"5",1,3,NA,NA,NA
"5",1,4,NA,NA,NA
"5",1,5,NA,NA,NA
"3",1,1,"bereavement_rse",0,0
"3",1,2,NA,NA,NA
"3",1,3,NA,NA,NA
"3",1,4,NA,NA,NA
"3",1,5,NA,NA,NA
"2",1,1,"breakdown_rse",0,0
"2",1,2,NA,NA,NA
"2",1,3,NA,NA,NA
"2",1,4,NA,NA,NA
"2",1,5,NA,NA,NA
"1",1,1,"naloxone_take_home_sod",0,0
"1",1,2,NA,NA,NA
"1",1,3,NA,NA,NA
"1",1,4,NA,NA,NA
"1",1,5,NA,NA,NA
