"","Subsystem","Number of factors","variable","factor","degree","betweenness"
"521","92",2,5,"NA","NA","NA"
"80","90",2,1,"LEVETIRACETAM_TAB.500MG","1","0"
"190","90",2,2,"LEVETIRACETAM_TAB.250MG","1","0"
"300","90",2,3,"NA","NA","NA"
"410","90",2,4,"NA","NA","NA"
"520","90",2,5,"NA","NA","NA"
"79","89",2,1,"NAPROXEN_TAB.250MG","1","0"
"189","89",2,2,"NAPROXEN_TAB.E.C.250MG","1","0"
"299","89",2,3,"NA","NA","NA"
"409","89",2,4,"NA","NA","NA"
"519","89",2,5,"NA","NA","NA"
"78","87",2,1,"PROCTOSEDYL_OINT","1","0"
"188","87",2,2,"PROCTOSEDYL_SUPPOS","1","0"
"298","87",2,3,"NA","NA","NA"
"408","87",2,4,"NA","NA","NA"
"518","87",2,5,"NA","NA","NA"
"77","86",2,1,"NICORETTE_PATCH.15MG.16HRS","1","0"
"187","86",2,2,"NICORETTE_PATCH.10MG.16HRS","1","0"
"297","86",2,3,"NA","NA","NA"
"407","86",2,4,"NA","NA","NA"
"517","86",2,5,"NA","NA","NA"
"76","81",2,1,"DALTEPARIN.SOD_INJ.25.000U.ML.0.5ML.PFS","1","0"
"186","81",2,2,"FRAGMIN_INJ.25.000U.ML.0.5ML.PFS","1","0"
"296","81",2,3,"NA","NA","NA"
"406","81",2,4,"NA","NA","NA"
"516","81",2,5,"NA","NA","NA"
"75","78",2,1,"FUSIDIC.ACID_CRM.2.","1","0"
"185","78",2,2,"FUCIDIN.H_CRM","1","0"
"295","78",2,3,"NA","NA","NA"
"405","78",2,4,"NA","NA","NA"
"515","78",2,5,"NA","NA","NA"
"74","65",2,1,"R298_OTHER...UNSPEC.SYMPTOMS...SIGNS.INVOLVING.THE.NERVOUS...MUSCULOSKEL.SYST","1","0"
"184","65",2,2,"R202_PARAESTHESIA.OF.SKIN","1","0"
"294","65",2,3,"NA","NA","NA"
"404","65",2,4,"NA","NA","NA"
"514","65",2,5,"NA","NA","NA"
"73","64",2,1,"N832_OTHER.AND.UNSPECIFIED.OVARIAN.CYSTS","1","0"
"183","64",2,2,"N939_ABNORMAL.UTERINE.AND.VAGINAL.BLEEDING..UNSPECIFIED","1","0"
"293","64",2,3,"NA","NA","NA"
"403","64",2,4,"NA","NA","NA"
"513","64",2,5,"NA","NA","NA"
"72","63",2,1,"M950_ACQUIRED.DEFORMITY.OF.NOSE","1","0"
"182","63",2,2,"J342_DEVIATED.NASAL.SEPTUM","1","0"
"292","63",2,3,"NA","NA","NA"
"402","63",2,4,"NA","NA","NA"
"512","63",2,5,"NA","NA","NA"
"71","49",2,1,"K011_IMPACTED.TEETH","1","0"
"181","49",2,2,"K029_DENTAL.CARIES..UNSPECIFIED","1","0"
"291","49",2,3,"NA","NA","NA"
"401","49",2,4,"NA","NA","NA"
"511","49",2,5,"NA","NA","NA"
"70","48",2,1,"Z722_DRUG.USE","1","0"
"180","48",2,2,"W019_FALL.ON.SAME.LEVEL.BY.SLIPPING.TRIPPING.STUMBLING.IN.UNPEC..PLACE","1","0"
"290","48",2,3,"NA","NA","NA"
"400","48",2,4,"NA","NA","NA"
"510","48",2,5,"NA","NA","NA"
"69","33",2,1,"E669_OBESITY..UNSPECIFIED","1","0"
"179","33",2,2,"BD.MICROFINE..NEEDLES.PEN.INJ.SCREW.ON.8MM","1","0"
"289","33",2,3,"NA","NA","NA"
"399","33",2,4,"NA","NA","NA"
"509","33",2,5,"NA","NA","NA"
"68","19",2,1,"mc_no_known_medical_conditions","1","0"
"178","19",2,2,"pc_no_known_psychiatric_conditions","1","0"
"288","19",2,3,"NA","NA","NA"
"398","19",2,4,"NA","NA","NA"
"508","19",2,5,"NA","NA","NA"
"67","18",2,1,"mc_migraine_headaches","1","0"
"177","18",2,2,"SUMATRIPTAN_TAB.50MG","1","0"
"287","18",2,3,"NA","NA","NA"
"397","18",2,4,"NA","NA","NA"
"507","18",2,5,"NA","NA","NA"
"66","17",2,1,"mc_learning_disability","1","0"
"176","17",2,2,"pc_a_dhd_add","1","0"
"286","17",2,3,"NA","NA","NA"
"396","17",2,4,"NA","NA","NA"
"506","17",2,5,"NA","NA","NA"
"65","10",2,1,"lw_prison","1","0"
"175","10",2,2,"lww_other_prisoners","1","0"
"285","10",2,3,"NA","NA","NA"
"395","10",2,4,"NA","NA","NA"
"505","10",2,5,"NA","NA","NA"
"110","110",1,1,"MELOXICAM_TAB.15MG","0","0"
"220","110",1,2,"NA","NA","NA"
"330","110",1,3,"NA","NA","NA"
"440","110",1,4,"NA","NA","NA"
"550","110",1,5,"NA","NA","NA"
"109","109",1,1,"OTEX_EAR.DPS.5.","0","0"
"219","109",1,2,"NA","NA","NA"
"329","109",1,3,"NA","NA","NA"
"439","109",1,4,"NA","NA","NA"
"549","109",1,5,"NA","NA","NA"
"108","108",1,1,"TWINRIX.ADULT_VAC.720U.20MCG.ML.1ML.PFS","0","0"
"218","108",1,2,"NA","NA","NA"
"328","108",1,3,"NA","NA","NA"
"438","108",1,4,"NA","NA","NA"
"548","108",1,5,"NA","NA","NA"
"107","107",1,1,"CLEMENT.CLARKE.STND.RANGE.PEAK.FLOW.METER.HAND.HELD","0","0"
"217","107",1,2,"NA","NA","NA"
"327","107",1,3,"NA","NA","NA"
"437","107",1,4,"NA","NA","NA"
"547","107",1,5,"NA","NA","NA"
"106","106",1,1,"HYDROCORT_CRM.0.5.","0","0"
"216","106",1,2,"NA","NA","NA"
"326","106",1,3,"NA","NA","NA"
"436","106",1,4,"NA","NA","NA"
"546","106",1,5,"NA","NA","NA"
"105","105",1,1,"F172_MENTAL.AND.BEHAVIOURAL.DISORDERS.DUE.TO.TOBACCO.DEPENDENCE.SYNDROME","0","0"
"215","105",1,2,"NA","NA","NA"
"325","105",1,3,"NA","NA","NA"
"435","105",1,4,"NA","NA","NA"
"545","105",1,5,"NA","NA","NA"
"104","104",1,1,"EPADERM.OINT","0","0"
"214","104",1,2,"NA","NA","NA"
"324","104",1,3,"NA","NA","NA"
"434","104",1,4,"NA","NA","NA"
"544","104",1,5,"NA","NA","NA"
"103","103",1,1,"R092_RESPIRATORY.ARREST","0","0"
"213","103",1,2,"NA","NA","NA"
"323","103",1,3,"NA","NA","NA"
"433","103",1,4,"NA","NA","NA"
"543","103",1,5,"NA","NA","NA"
"102","102",1,1,"FERR.FUMAR_TAB.322MG","0","0"
"212","102",1,2,"NA","NA","NA"
"322","102",1,3,"NA","NA","NA"
"432","102",1,4,"NA","NA","NA"
"542","102",1,5,"NA","NA","NA"
"101","101",1,1,"W189_OTHER.FALL.ON.SAME.LEVEL.IN.UNSPECIFIED.PLACE","0","0"
"211","101",1,2,"NA","NA","NA"
"321","101",1,3,"NA","NA","NA"
"431","101",1,4,"NA","NA","NA"
"541","101",1,5,"NA","NA","NA"
"100","100",1,1,"TUBIGRIP.6.75CM.X.0.5M.STKNTTE.ELASCTD.TUBLR.BAND","0","0"
"210","100",1,2,"NA","NA","NA"
"320","100",1,3,"NA","NA","NA"
"430","100",1,4,"NA","NA","NA"
"540","100",1,5,"NA","NA","NA"
"99","99",1,1,"mc_stomach_problems_gastritis","0","0"
"209","99",1,2,"NA","NA","NA"
"319","99",1,3,"NA","NA","NA"
"429","99",1,4,"NA","NA","NA"
"539","99",1,5,"NA","NA","NA"
"98","98",1,1,"TERBINAFINE.HCL_CRM.1.","0","0"
"208","98",1,2,"NA","NA","NA"
"318","98",1,3,"NA","NA","NA"
"428","98",1,4,"NA","NA","NA"
"538","98",1,5,"NA","NA","NA"
"97","91",1,1,"SYMBICORT_TURBOHALER.200MCG.6MCG..120.D.","0","0"
"207","91",1,2,"NA","NA","NA"
"317","91",1,3,"NA","NA","NA"
"427","91",1,4,"NA","NA","NA"
"537","91",1,5,"NA","NA","NA"
"96","82",1,1,"DICLOFENAC.SOD_TAB.E.C.25MG","0","0"
"206","82",1,2,"NA","NA","NA"
"316","82",1,3,"NA","NA","NA"
"426","82",1,4,"NA","NA","NA"
"536","82",1,5,"NA","NA","NA"
"95","80",1,1,"AQ_CRM","0","0"
"205","80",1,2,"NA","NA","NA"
"315","80",1,3,"NA","NA","NA"
"425","80",1,4,"NA","NA","NA"
"535","80",1,5,"NA","NA","NA"
"94","71",1,1,"BACTROBAN_CRM.2.","0","0"
"204","71",1,2,"NA","NA","NA"
"314","71",1,3,"NA","NA","NA"
"424","71",1,4,"NA","NA","NA"
"534","71",1,5,"NA","NA","NA"
"93","70",1,1,"J960_ACUTE.RESPIRATORY.FAILURE","0","0"
"203","70",1,2,"NA","NA","NA"
"313","70",1,3,"NA","NA","NA"
"423","70",1,4,"NA","NA","NA"
"533","70",1,5,"NA","NA","NA"
"92","68",1,1,"S014_OPEN.WOUND.OF.CHEEK.AND.TEMPOROMANDIBULAR.AREA","0","0"
"202","68",1,2,"NA","NA","NA"
"312","68",1,3,"NA","NA","NA"
"422","68",1,4,"NA","NA","NA"
"532","68",1,5,"NA","NA","NA"
"91","62",1,1,"R798_OTHER.SPECIFIED.ABNORMAL.FINDINGS.OF.BLOOD.CHEMISTRY","0","0"
"201","62",1,2,"NA","NA","NA"
"311","62",1,3,"NA","NA","NA"
"421","62",1,4,"NA","NA","NA"
"531","62",1,5,"NA","NA","NA"
"90","61",1,1,"B349_VIRAL.INFECTION..UNSPECIFIED","0","0"
"200","61",1,2,"NA","NA","NA"
"310","61",1,3,"NA","NA","NA"
"420","61",1,4,"NA","NA","NA"
"530","61",1,5,"NA","NA","NA"
"89","51",1,1,"F339_RECURRENT.DEPRESSIVE.DISORDER..UNSPECIFIED","0","0"
"199","51",1,2,"NA","NA","NA"
"309","51",1,3,"NA","NA","NA"
"419","51",1,4,"NA","NA","NA"
"529","51",1,5,"NA","NA","NA"
"88","11",1,1,"mc_arthritis","0","0"
"198","11",1,2,"NA","NA","NA"
"308","11",1,3,"NA","NA","NA"
"418","11",1,4,"NA","NA","NA"
"528","11",1,5,"NA","NA","NA"
"87","9",1,1,"es_full_time_education_training","0","0"
"197","9",1,2,"NA","NA","NA"
"307","9",1,3,"NA","NA","NA"
"417","9",1,4,"NA","NA","NA"
"527","9",1,5,"NA","NA","NA"
