"","Subsystem","Number of factors","variable","factor","degree","betweenness"
"67","75",4,1,"LEVOTHYROX.SOD_TAB.100MCG","3","0"
"186","75",4,2,"LEVOTHYROX.SOD_TAB.50MCG","3","0"
"305","75",4,3,"E039_HYPOTHYROIDISM..UNSPECIFIED","2","0"
"424","75",4,4,"LEVOTHYROX.SOD_TAB.25MCG","2","0"
"543","75",4,5,"NA","NA","NA"
"66","30",4,1,"CLOMIPRAMINE.HCL_CAP.50MG","3","0"
"185","30",4,2,"pc_obsessive_compulsive_disorder","1","0"
"304","30",4,3,"td_anti_depressants","1","0"
"423","30",4,4,"CLOMIPRAMINE.HCL_CAP.25MG","1","0"
"542","30",4,5,"NA","NA","NA"
"73","97",3,1,"VENLALIC.XL_TAB.225MG","2","0"
"192","97",3,2,"XYLOMET.HCL_NSL.DPS.0.1.","1","0"
"311","97",3,3,"VENLAFAXINE_TAB.225MG.M.R","1","0"
"430","97",3,4,"NA","NA","NA"
"549","97",3,5,"NA","NA","NA"
"72","77",3,1,"N508_OTHER.SPECIFIED.DISORDERS.OF.MALE.GENITAL.ORGANS","2","0"
"191","77",3,2,"N459_ORCHITIS..EPIDIDYMITIS.AND.EPIDIDYMO.ORCHITIS.WITHOUT.ABSCESS","1","0"
"310","77",3,3,"AZITHROMYCIN_TAB.500MG","1","0"
"429","77",3,4,"NA","NA","NA"
"548","77",3,5,"NA","NA","NA"
"71","32",3,1,"DOSULEPIN.HCL_TAB.75MG","2","0"
"190","32",3,2,"td_dothiepin","1","0"
"309","32",3,3,"DOSULEPIN.HCL_CAP.25MG","1","0"
"428","32",3,4,"NA","NA","NA"
"547","32",3,5,"NA","NA","NA"
"70","6",3,1,"chnd_employability_services","2","0"
"189","6",3,2,"rse_debt","1","0"
"308","6",3,3,"es_support_into_employment","1","0"
"427","6",3,4,"NA","NA","NA"
"546","6",3,5,"NA","NA","NA"
"69","3",3,1,"rse_childcustodyissues","2","0"
"188","3",3,2,"rse_lossofchildcustody","1","0"
"307","3",3,3,"rse_childcustodyhearings","1","0"
"426","3",3,4,"NA","NA","NA"
"545","3",3,5,"NA","NA","NA"
"95","106",2,1,"CELEBREX_CAP.100MG","1","0"
"214","106",2,2,"CELECOXIB_CAP.100MG","1","0"
"333","106",2,3,"NA","NA","NA"
"452","106",2,4,"NA","NA","NA"
"571","106",2,5,"NA","NA","NA"
"94","105",2,1,"BUPRENORPHINE_TAB.SUBLING.2MG.S.F","1","0"
"213","105",2,2,"BUPRENORPHINE_TAB.SUBLING.8MG.S.F","1","0"
"332","105",2,3,"NA","NA","NA"
"451","105",2,4,"NA","NA","NA"
"570","105",2,5,"NA","NA","NA"
"93","104",2,1,"MOTILIUM.10_TAB.10MG","1","0"
"212","104",2,2,"BUCCASTEM.M_TAB.3MG","1","0"
"331","104",2,3,"NA","NA","NA"
"450","104",2,4,"NA","NA","NA"
"569","104",2,5,"NA","NA","NA"
"92","103",2,1,"IBUPROFEN_TAB.600MG","1","0"
"211","103",2,2,"DERMOVATE_OINT.0.05.","1","0"
"330","103",2,3,"NA","NA","NA"
"449","103",2,4,"NA","NA","NA"
"568","103",2,5,"NA","NA","NA"
"91","102",2,1,"DERMOL.200_SHOWER.EMOLLIENT","1","0"
"210","102",2,2,"DERMOL_CRM","1","0"
"329","102",2,3,"NA","NA","NA"
"448","102",2,4,"NA","NA","NA"
"567","102",2,5,"NA","NA","NA"
"90","101",2,1,"ALGESAL_CRM.10.","1","0"
"209","101",2,2,"MAG.SULF_PASTE","1","0"
"328","101",2,3,"NA","NA","NA"
"447","101",2,4,"NA","NA","NA"
"566","101",2,5,"NA","NA","NA"
"89","99",2,1,"LEVETIRACETAM_TAB.500MG","1","0"
"208","99",2,2,"LEVETIRACETAM_TAB.250MG","1","0"
"327","99",2,3,"NA","NA","NA"
"446","99",2,4,"NA","NA","NA"
"565","99",2,5,"NA","NA","NA"
"88","98",2,1,"NAPROXEN_TAB.250MG","1","0"
"207","98",2,2,"NAPROXEN_TAB.E.C.250MG","1","0"
"326","98",2,3,"NA","NA","NA"
"445","98",2,4,"NA","NA","NA"
"564","98",2,5,"NA","NA","NA"
"87","96",2,1,"PROCTOSEDYL_OINT","1","0"
"206","96",2,2,"PROCTOSEDYL_SUPPOS","1","0"
"325","96",2,3,"NA","NA","NA"
"444","96",2,4,"NA","NA","NA"
"563","96",2,5,"NA","NA","NA"
"86","94",2,1,"NICORETTE_PATCH.15MG.16HRS","1","0"
"205","94",2,2,"NICORETTE_PATCH.10MG.16HRS","1","0"
"324","94",2,3,"NA","NA","NA"
"443","94",2,4,"NA","NA","NA"
"562","94",2,5,"NA","NA","NA"
"85","89",2,1,"DALTEPARIN.SOD_INJ.25.000U.ML.0.5ML.PFS","1","0"
"204","89",2,2,"FRAGMIN_INJ.25.000U.ML.0.5ML.PFS","1","0"
"323","89",2,3,"NA","NA","NA"
"442","89",2,4,"NA","NA","NA"
"561","89",2,5,"NA","NA","NA"
"84","84",2,1,"FUSIDIC.ACID_CRM.2.","1","0"
"203","84",2,2,"FUCIDIN.H_CRM","1","0"
"322","84",2,3,"NA","NA","NA"
"441","84",2,4,"NA","NA","NA"
"560","84",2,5,"NA","NA","NA"
"83","72",2,1,"R298_OTHER...UNSPEC.SYMPTOMS...SIGNS.INVOLVING.THE.NERVOUS...MUSCULOSKEL.SYST","1","0"
"202","72",2,2,"R202_PARAESTHESIA.OF.SKIN","1","0"
"321","72",2,3,"NA","NA","NA"
"440","72",2,4,"NA","NA","NA"
"559","72",2,5,"NA","NA","NA"
"82","71",2,1,"N832_OTHER.AND.UNSPECIFIED.OVARIAN.CYSTS","1","0"
"201","71",2,2,"N939_ABNORMAL.UTERINE.AND.VAGINAL.BLEEDING..UNSPECIFIED","1","0"
"320","71",2,3,"NA","NA","NA"
"439","71",2,4,"NA","NA","NA"
"558","71",2,5,"NA","NA","NA"
"81","70",2,1,"M950_ACQUIRED.DEFORMITY.OF.NOSE","1","0"
"200","70",2,2,"J342_DEVIATED.NASAL.SEPTUM","1","0"
"319","70",2,3,"NA","NA","NA"
"438","70",2,4,"NA","NA","NA"
"557","70",2,5,"NA","NA","NA"
"80","55",2,1,"K011_IMPACTED.TEETH","1","0"
"199","55",2,2,"K029_DENTAL.CARIES..UNSPECIFIED","1","0"
"318","55",2,3,"NA","NA","NA"
"437","55",2,4,"NA","NA","NA"
"556","55",2,5,"NA","NA","NA"
"79","54",2,1,"Z722_DRUG.USE","1","0"
"198","54",2,2,"W019_FALL.ON.SAME.LEVEL.BY.SLIPPING.TRIPPING.STUMBLING.IN.UNPEC..PLACE","1","0"
"317","54",2,3,"NA","NA","NA"
"436","54",2,4,"NA","NA","NA"
"555","54",2,5,"NA","NA","NA"
"78","38",2,1,"E669_OBESITY..UNSPECIFIED","1","0"
"197","38",2,2,"BD.MICROFINE..NEEDLES.PEN.INJ.SCREW.ON.8MM","1","0"
"316","38",2,3,"NA","NA","NA"
"435","38",2,4,"NA","NA","NA"
"554","38",2,5,"NA","NA","NA"
"77","24",2,1,"mc_no_known_medical_conditions","1","0"
"196","24",2,2,"pc_no_known_psychiatric_conditions","1","0"
"315","24",2,3,"NA","NA","NA"
"434","24",2,4,"NA","NA","NA"
"553","24",2,5,"NA","NA","NA"
"76","23",2,1,"mc_migraine_headaches","1","0"
"195","23",2,2,"SUMATRIPTAN_TAB.50MG","1","0"
"314","23",2,3,"NA","NA","NA"
"433","23",2,4,"NA","NA","NA"
"552","23",2,5,"NA","NA","NA"
"75","22",2,1,"mc_learning_disability","1","0"
"194","22",2,2,"pc_a_dhd_add","1","0"
"313","22",2,3,"NA","NA","NA"
"432","22",2,4,"NA","NA","NA"
"551","22",2,5,"NA","NA","NA"
"74","14",2,1,"lw_prison","1","0"
"193","14",2,2,"lww_other_prisoners","1","0"
"312","14",2,3,"NA","NA","NA"
"431","14",2,4,"NA","NA","NA"
"550","14",2,5,"NA","NA","NA"
"119","119",1,1,"MELOXICAM_TAB.15MG","0","0"
"238","119",1,2,"NA","NA","NA"
"357","119",1,3,"NA","NA","NA"
"476","119",1,4,"NA","NA","NA"
"595","119",1,5,"NA","NA","NA"
"118","118",1,1,"OTEX_EAR.DPS.5.","0","0"
"237","118",1,2,"NA","NA","NA"
"356","118",1,3,"NA","NA","NA"
"475","118",1,4,"NA","NA","NA"
"594","118",1,5,"NA","NA","NA"
"117","117",1,1,"TWINRIX.ADULT_VAC.720U.20MCG.ML.1ML.PFS","0","0"
"236","117",1,2,"NA","NA","NA"
"355","117",1,3,"NA","NA","NA"
"474","117",1,4,"NA","NA","NA"
"593","117",1,5,"NA","NA","NA"
"116","116",1,1,"CLEMENT.CLARKE.STND.RANGE.PEAK.FLOW.METER.HAND.HELD","0","0"
"235","116",1,2,"NA","NA","NA"
"354","116",1,3,"NA","NA","NA"
"473","116",1,4,"NA","NA","NA"
"592","116",1,5,"NA","NA","NA"
"115","115",1,1,"HYDROCORT_CRM.0.5.","0","0"
"234","115",1,2,"NA","NA","NA"
"353","115",1,3,"NA","NA","NA"
"472","115",1,4,"NA","NA","NA"
"591","115",1,5,"NA","NA","NA"
"114","114",1,1,"F172_MENTAL.AND.BEHAVIOURAL.DISORDERS.DUE.TO.TOBACCO.DEPENDENCE.SYNDROME","0","0"
"233","114",1,2,"NA","NA","NA"
"352","114",1,3,"NA","NA","NA"
"471","114",1,4,"NA","NA","NA"
"590","114",1,5,"NA","NA","NA"
"113","113",1,1,"EPADERM.OINT","0","0"
"232","113",1,2,"NA","NA","NA"
"351","113",1,3,"NA","NA","NA"
"470","113",1,4,"NA","NA","NA"
"589","113",1,5,"NA","NA","NA"
"112","112",1,1,"R092_RESPIRATORY.ARREST","0","0"
"231","112",1,2,"NA","NA","NA"
"350","112",1,3,"NA","NA","NA"
"469","112",1,4,"NA","NA","NA"
"588","112",1,5,"NA","NA","NA"
"111","111",1,1,"FERR.FUMAR_TAB.322MG","0","0"
"230","111",1,2,"NA","NA","NA"
"349","111",1,3,"NA","NA","NA"
"468","111",1,4,"NA","NA","NA"
"587","111",1,5,"NA","NA","NA"
"110","110",1,1,"W189_OTHER.FALL.ON.SAME.LEVEL.IN.UNSPECIFIED.PLACE","0","0"
"229","110",1,2,"NA","NA","NA"
"348","110",1,3,"NA","NA","NA"
"467","110",1,4,"NA","NA","NA"
"586","110",1,5,"NA","NA","NA"
"109","109",1,1,"TUBIGRIP.6.75CM.X.0.5M.STKNTTE.ELASCTD.TUBLR.BAND","0","0"
"228","109",1,2,"NA","NA","NA"
"347","109",1,3,"NA","NA","NA"
"466","109",1,4,"NA","NA","NA"
"585","109",1,5,"NA","NA","NA"
"108","108",1,1,"mc_stomach_problems_gastritis","0","0"
"227","108",1,2,"NA","NA","NA"
"346","108",1,3,"NA","NA","NA"
"465","108",1,4,"NA","NA","NA"
"584","108",1,5,"NA","NA","NA"
"107","107",1,1,"TERBINAFINE.HCL_CRM.1.","0","0"
"226","107",1,2,"NA","NA","NA"
"345","107",1,3,"NA","NA","NA"
"464","107",1,4,"NA","NA","NA"
"583","107",1,5,"NA","NA","NA"
"106","100",1,1,"SYMBICORT_TURBOHALER.200MCG.6MCG..120.D.","0","0"
"225","100",1,2,"NA","NA","NA"
"344","100",1,3,"NA","NA","NA"
"463","100",1,4,"NA","NA","NA"
"582","100",1,5,"NA","NA","NA"
"105","90",1,1,"DICLOFENAC.SOD_TAB.E.C.25MG","0","0"
"224","90",1,2,"NA","NA","NA"
"343","90",1,3,"NA","NA","NA"
"462","90",1,4,"NA","NA","NA"
"581","90",1,5,"NA","NA","NA"
"104","88",1,1,"AQ_CRM","0","0"
"223","88",1,2,"NA","NA","NA"
"342","88",1,3,"NA","NA","NA"
"461","88",1,4,"NA","NA","NA"
"580","88",1,5,"NA","NA","NA"
"103","79",1,1,"BACTROBAN_CRM.2.","0","0"
"222","79",1,2,"NA","NA","NA"
"341","79",1,3,"NA","NA","NA"
"460","79",1,4,"NA","NA","NA"
"579","79",1,5,"NA","NA","NA"
"102","78",1,1,"J960_ACUTE.RESPIRATORY.FAILURE","0","0"
"221","78",1,2,"NA","NA","NA"
"340","78",1,3,"NA","NA","NA"
"459","78",1,4,"NA","NA","NA"
"578","78",1,5,"NA","NA","NA"
"101","76",1,1,"S014_OPEN.WOUND.OF.CHEEK.AND.TEMPOROMANDIBULAR.AREA","0","0"
"220","76",1,2,"NA","NA","NA"
"339","76",1,3,"NA","NA","NA"
"458","76",1,4,"NA","NA","NA"
"577","76",1,5,"NA","NA","NA"
"100","69",1,1,"R798_OTHER.SPECIFIED.ABNORMAL.FINDINGS.OF.BLOOD.CHEMISTRY","0","0"
"219","69",1,2,"NA","NA","NA"
"338","69",1,3,"NA","NA","NA"
"457","69",1,4,"NA","NA","NA"
"576","69",1,5,"NA","NA","NA"
"99","68",1,1,"B349_VIRAL.INFECTION..UNSPECIFIED","0","0"
"218","68",1,2,"NA","NA","NA"
"337","68",1,3,"NA","NA","NA"
"456","68",1,4,"NA","NA","NA"
"575","68",1,5,"NA","NA","NA"
"98","57",1,1,"F339_RECURRENT.DEPRESSIVE.DISORDER..UNSPECIFIED","0","0"
"217","57",1,2,"NA","NA","NA"
"336","57",1,3,"NA","NA","NA"
"455","57",1,4,"NA","NA","NA"
"574","57",1,5,"NA","NA","NA"
"97","15",1,1,"mc_arthritis","0","0"
"216","15",1,2,"NA","NA","NA"
"335","15",1,3,"NA","NA","NA"
"454","15",1,4,"NA","NA","NA"
"573","15",1,5,"NA","NA","NA"
"96","12",1,1,"es_full_time_education_training","0","0"
"215","12",1,2,"NA","NA","NA"
"334","12",1,3,"NA","NA","NA"
"453","12",1,4,"NA","NA","NA"
"572","12",1,5,"NA","NA","NA"
