"","Subsystem","Number of factors","variable","factor","degree","betweenness"
"286","92",1,3,"NA","NA","NA"
"383","92",1,4,"NA","NA","NA"
"480","92",1,5,"NA","NA","NA"
"91","91",1,1,"EPADERM.OINT","0","0"
"188","91",1,2,"NA","NA","NA"
"285","91",1,3,"NA","NA","NA"
"382","91",1,4,"NA","NA","NA"
"479","91",1,5,"NA","NA","NA"
"90","90",1,1,"R092_RESPIRATORY.ARREST","0","0"
"187","90",1,2,"NA","NA","NA"
"284","90",1,3,"NA","NA","NA"
"381","90",1,4,"NA","NA","NA"
"478","90",1,5,"NA","NA","NA"
"89","89",1,1,"FERR.FUMAR_TAB.322MG","0","0"
"186","89",1,2,"NA","NA","NA"
"283","89",1,3,"NA","NA","NA"
"380","89",1,4,"NA","NA","NA"
"477","89",1,5,"NA","NA","NA"
"88","88",1,1,"W189_OTHER.FALL.ON.SAME.LEVEL.IN.UNSPECIFIED.PLACE","0","0"
"185","88",1,2,"NA","NA","NA"
"282","88",1,3,"NA","NA","NA"
"379","88",1,4,"NA","NA","NA"
"476","88",1,5,"NA","NA","NA"
"87","87",1,1,"TUBIGRIP.6.75CM.X.0.5M.STKNTTE.ELASCTD.TUBLR.BAND","0","0"
"184","87",1,2,"NA","NA","NA"
"281","87",1,3,"NA","NA","NA"
"378","87",1,4,"NA","NA","NA"
"475","87",1,5,"NA","NA","NA"
"86","86",1,1,"mc_stomach_problems_gastritis","0","0"
"183","86",1,2,"NA","NA","NA"
"280","86",1,3,"NA","NA","NA"
"377","86",1,4,"NA","NA","NA"
"474","86",1,5,"NA","NA","NA"
"85","85",1,1,"TERBINAFINE.HCL_CRM.1.","0","0"
"182","85",1,2,"NA","NA","NA"
"279","85",1,3,"NA","NA","NA"
"376","85",1,4,"NA","NA","NA"
"473","85",1,5,"NA","NA","NA"
"84","78",1,1,"SYMBICORT_TURBOHALER.200MCG.6MCG..120.D.","0","0"
"181","78",1,2,"NA","NA","NA"
"278","78",1,3,"NA","NA","NA"
"375","78",1,4,"NA","NA","NA"
"472","78",1,5,"NA","NA","NA"
"83","71",1,1,"DICLOFENAC.SOD_TAB.E.C.25MG","0","0"
"180","71",1,2,"NA","NA","NA"
"277","71",1,3,"NA","NA","NA"
"374","71",1,4,"NA","NA","NA"
"471","71",1,5,"NA","NA","NA"
"82","68",1,1,"AQ_CRM","0","0"
"179","68",1,2,"NA","NA","NA"
"276","68",1,3,"NA","NA","NA"
"373","68",1,4,"NA","NA","NA"
"470","68",1,5,"NA","NA","NA"
"81","62",1,1,"BACTROBAN_CRM.2.","0","0"
"178","62",1,2,"NA","NA","NA"
"275","62",1,3,"NA","NA","NA"
"372","62",1,4,"NA","NA","NA"
"469","62",1,5,"NA","NA","NA"
"80","61",1,1,"J960_ACUTE.RESPIRATORY.FAILURE","0","0"
"177","61",1,2,"NA","NA","NA"
"274","61",1,3,"NA","NA","NA"
"371","61",1,4,"NA","NA","NA"
"468","61",1,5,"NA","NA","NA"
"79","59",1,1,"S014_OPEN.WOUND.OF.CHEEK.AND.TEMPOROMANDIBULAR.AREA","0","0"
"176","59",1,2,"NA","NA","NA"
"273","59",1,3,"NA","NA","NA"
"370","59",1,4,"NA","NA","NA"
"467","59",1,5,"NA","NA","NA"
"78","54",1,1,"R798_OTHER.SPECIFIED.ABNORMAL.FINDINGS.OF.BLOOD.CHEMISTRY","0","0"
"175","54",1,2,"NA","NA","NA"
"272","54",1,3,"NA","NA","NA"
"369","54",1,4,"NA","NA","NA"
"466","54",1,5,"NA","NA","NA"
"77","53",1,1,"B349_VIRAL.INFECTION..UNSPECIFIED","0","0"
"174","53",1,2,"NA","NA","NA"
"271","53",1,3,"NA","NA","NA"
"368","53",1,4,"NA","NA","NA"
"465","53",1,5,"NA","NA","NA"
"76","44",1,1,"F339_RECURRENT.DEPRESSIVE.DISORDER..UNSPECIFIED","0","0"
"173","44",1,2,"NA","NA","NA"
"270","44",1,3,"NA","NA","NA"
"367","44",1,4,"NA","NA","NA"
"464","44",1,5,"NA","NA","NA"
"75","11",1,1,"mc_arthritis","0","0"
"172","11",1,2,"NA","NA","NA"
"269","11",1,3,"NA","NA","NA"
"366","11",1,4,"NA","NA","NA"
"463","11",1,5,"NA","NA","NA"
"74","9",1,1,"es_full_time_education_training","0","0"
"171","9",1,2,"NA","NA","NA"
"268","9",1,3,"NA","NA","NA"
"365","9",1,4,"NA","NA","NA"
"462","9",1,5,"NA","NA","NA"
