"","Subsystem","Number of factors","variable","factor","degree","betweenness"
"194","94",2,2,"DERMOL_CRM","1","0"
"305","94",2,3,"NA","NA","NA"
"416","94",2,4,"NA","NA","NA"
"527","94",2,5,"NA","NA","NA"
"82","93",2,1,"ALGESAL_CRM.10.","1","0"
"193","93",2,2,"MAG.SULF_PASTE","1","0"
"304","93",2,3,"NA","NA","NA"
"415","93",2,4,"NA","NA","NA"
"526","93",2,5,"NA","NA","NA"
"81","91",2,1,"LEVETIRACETAM_TAB.500MG","1","0"
"192","91",2,2,"LEVETIRACETAM_TAB.250MG","1","0"
"303","91",2,3,"NA","NA","NA"
"414","91",2,4,"NA","NA","NA"
"525","91",2,5,"NA","NA","NA"
"80","90",2,1,"NAPROXEN_TAB.250MG","1","0"
"191","90",2,2,"NAPROXEN_TAB.E.C.250MG","1","0"
"302","90",2,3,"NA","NA","NA"
"413","90",2,4,"NA","NA","NA"
"524","90",2,5,"NA","NA","NA"
"79","87",2,1,"PROCTOSEDYL_OINT","1","0"
"190","87",2,2,"PROCTOSEDYL_SUPPOS","1","0"
"301","87",2,3,"NA","NA","NA"
"412","87",2,4,"NA","NA","NA"
"523","87",2,5,"NA","NA","NA"
"78","86",2,1,"NICORETTE_PATCH.15MG.16HRS","1","0"
"189","86",2,2,"NICORETTE_PATCH.10MG.16HRS","1","0"
"300","86",2,3,"NA","NA","NA"
"411","86",2,4,"NA","NA","NA"
"522","86",2,5,"NA","NA","NA"
"77","82",2,1,"DALTEPARIN.SOD_INJ.25.000U.ML.0.5ML.PFS","1","0"
"188","82",2,2,"FRAGMIN_INJ.25.000U.ML.0.5ML.PFS","1","0"
"299","82",2,3,"NA","NA","NA"
"410","82",2,4,"NA","NA","NA"
"521","82",2,5,"NA","NA","NA"
"76","78",2,1,"FUSIDIC.ACID_CRM.2.","1","0"
"187","78",2,2,"FUCIDIN.H_CRM","1","0"
"298","78",2,3,"NA","NA","NA"
"409","78",2,4,"NA","NA","NA"
"520","78",2,5,"NA","NA","NA"
"75","65",2,1,"R298_OTHER...UNSPEC.SYMPTOMS...SIGNS.INVOLVING.THE.NERVOUS...MUSCULOSKEL.SYST","1","0"
"186","65",2,2,"R202_PARAESTHESIA.OF.SKIN","1","0"
"297","65",2,3,"NA","NA","NA"
"408","65",2,4,"NA","NA","NA"
"519","65",2,5,"NA","NA","NA"
"74","64",2,1,"N832_OTHER.AND.UNSPECIFIED.OVARIAN.CYSTS","1","0"
"185","64",2,2,"N939_ABNORMAL.UTERINE.AND.VAGINAL.BLEEDING..UNSPECIFIED","1","0"
"296","64",2,3,"NA","NA","NA"
"407","64",2,4,"NA","NA","NA"
"518","64",2,5,"NA","NA","NA"
"73","63",2,1,"M950_ACQUIRED.DEFORMITY.OF.NOSE","1","0"
"184","63",2,2,"J342_DEVIATED.NASAL.SEPTUM","1","0"
"295","63",2,3,"NA","NA","NA"
"406","63",2,4,"NA","NA","NA"
"517","63",2,5,"NA","NA","NA"
"72","50",2,1,"K011_IMPACTED.TEETH","1","0"
"183","50",2,2,"K029_DENTAL.CARIES..UNSPECIFIED","1","0"
"294","50",2,3,"NA","NA","NA"
"405","50",2,4,"NA","NA","NA"
"516","50",2,5,"NA","NA","NA"
"71","49",2,1,"Z722_DRUG.USE","1","0"
"182","49",2,2,"W019_FALL.ON.SAME.LEVEL.BY.SLIPPING.TRIPPING.STUMBLING.IN.UNPEC..PLACE","1","0"
"293","49",2,3,"NA","NA","NA"
"404","49",2,4,"NA","NA","NA"
"515","49",2,5,"NA","NA","NA"
"70","37",2,1,"E669_OBESITY..UNSPECIFIED","1","0"
"181","37",2,2,"BD.MICROFINE..NEEDLES.PEN.INJ.SCREW.ON.8MM","1","0"
"292","37",2,3,"NA","NA","NA"
"403","37",2,4,"NA","NA","NA"
"514","37",2,5,"NA","NA","NA"
"69","22",2,1,"mc_no_known_medical_conditions","1","0"
"180","22",2,2,"pc_no_known_psychiatric_conditions","1","0"
"291","22",2,3,"NA","NA","NA"
"402","22",2,4,"NA","NA","NA"
"513","22",2,5,"NA","NA","NA"
"68","21",2,1,"mc_migraine_headaches","1","0"
"179","21",2,2,"SUMATRIPTAN_TAB.50MG","1","0"
"290","21",2,3,"NA","NA","NA"
"401","21",2,4,"NA","NA","NA"
"512","21",2,5,"NA","NA","NA"
"67","20",2,1,"mc_learning_disability","1","0"
"178","20",2,2,"pc_a_dhd_add","1","0"
"289","20",2,3,"NA","NA","NA"
"400","20",2,4,"NA","NA","NA"
"511","20",2,5,"NA","NA","NA"
"66","12",2,1,"lw_prison","1","0"
"177","12",2,2,"lww_other_prisoners","1","0"
"288","12",2,3,"NA","NA","NA"
"399","12",2,4,"NA","NA","NA"
"510","12",2,5,"NA","NA","NA"
"111","111",1,1,"MELOXICAM_TAB.15MG","0","0"
"222","111",1,2,"NA","NA","NA"
"333","111",1,3,"NA","NA","NA"
"444","111",1,4,"NA","NA","NA"
"555","111",1,5,"NA","NA","NA"
"110","110",1,1,"OTEX_EAR.DPS.5.","0","0"
"221","110",1,2,"NA","NA","NA"
"332","110",1,3,"NA","NA","NA"
"443","110",1,4,"NA","NA","NA"
"554","110",1,5,"NA","NA","NA"
"109","109",1,1,"TWINRIX.ADULT_VAC.720U.20MCG.ML.1ML.PFS","0","0"
"220","109",1,2,"NA","NA","NA"
"331","109",1,3,"NA","NA","NA"
"442","109",1,4,"NA","NA","NA"
"553","109",1,5,"NA","NA","NA"
"108","108",1,1,"CLEMENT.CLARKE.STND.RANGE.PEAK.FLOW.METER.HAND.HELD","0","0"
"219","108",1,2,"NA","NA","NA"
"330","108",1,3,"NA","NA","NA"
"441","108",1,4,"NA","NA","NA"
"552","108",1,5,"NA","NA","NA"
"107","107",1,1,"HYDROCORT_CRM.0.5.","0","0"
"218","107",1,2,"NA","NA","NA"
"329","107",1,3,"NA","NA","NA"
"440","107",1,4,"NA","NA","NA"
"551","107",1,5,"NA","NA","NA"
"106","106",1,1,"F172_MENTAL.AND.BEHAVIOURAL.DISORDERS.DUE.TO.TOBACCO.DEPENDENCE.SYNDROME","0","0"
"217","106",1,2,"NA","NA","NA"
"328","106",1,3,"NA","NA","NA"
"439","106",1,4,"NA","NA","NA"
"550","106",1,5,"NA","NA","NA"
"105","105",1,1,"EPADERM.OINT","0","0"
"216","105",1,2,"NA","NA","NA"
"327","105",1,3,"NA","NA","NA"
"438","105",1,4,"NA","NA","NA"
"549","105",1,5,"NA","NA","NA"
"104","104",1,1,"R092_RESPIRATORY.ARREST","0","0"
"215","104",1,2,"NA","NA","NA"
"326","104",1,3,"NA","NA","NA"
"437","104",1,4,"NA","NA","NA"
"548","104",1,5,"NA","NA","NA"
"103","103",1,1,"FERR.FUMAR_TAB.322MG","0","0"
"214","103",1,2,"NA","NA","NA"
"325","103",1,3,"NA","NA","NA"
"436","103",1,4,"NA","NA","NA"
"547","103",1,5,"NA","NA","NA"
"102","102",1,1,"W189_OTHER.FALL.ON.SAME.LEVEL.IN.UNSPECIFIED.PLACE","0","0"
"213","102",1,2,"NA","NA","NA"
"324","102",1,3,"NA","NA","NA"
"435","102",1,4,"NA","NA","NA"
"546","102",1,5,"NA","NA","NA"
"101","101",1,1,"TUBIGRIP.6.75CM.X.0.5M.STKNTTE.ELASCTD.TUBLR.BAND","0","0"
"212","101",1,2,"NA","NA","NA"
"323","101",1,3,"NA","NA","NA"
"434","101",1,4,"NA","NA","NA"
"545","101",1,5,"NA","NA","NA"
"100","100",1,1,"mc_stomach_problems_gastritis","0","0"
"211","100",1,2,"NA","NA","NA"
"322","100",1,3,"NA","NA","NA"
"433","100",1,4,"NA","NA","NA"
"544","100",1,5,"NA","NA","NA"
"99","99",1,1,"TERBINAFINE.HCL_CRM.1.","0","0"
"210","99",1,2,"NA","NA","NA"
"321","99",1,3,"NA","NA","NA"
"432","99",1,4,"NA","NA","NA"
"543","99",1,5,"NA","NA","NA"
"98","92",1,1,"SYMBICORT_TURBOHALER.200MCG.6MCG..120.D.","0","0"
"209","92",1,2,"NA","NA","NA"
"320","92",1,3,"NA","NA","NA"
"431","92",1,4,"NA","NA","NA"
"542","92",1,5,"NA","NA","NA"
"97","83",1,1,"DICLOFENAC.SOD_TAB.E.C.25MG","0","0"
"208","83",1,2,"NA","NA","NA"
"319","83",1,3,"NA","NA","NA"
"430","83",1,4,"NA","NA","NA"
"541","83",1,5,"NA","NA","NA"
"96","80",1,1,"AQ_CRM","0","0"
"207","80",1,2,"NA","NA","NA"
"318","80",1,3,"NA","NA","NA"
"429","80",1,4,"NA","NA","NA"
"540","80",1,5,"NA","NA","NA"
"95","72",1,1,"BACTROBAN_CRM.2.","0","0"
"206","72",1,2,"NA","NA","NA"
"317","72",1,3,"NA","NA","NA"
"428","72",1,4,"NA","NA","NA"
"539","72",1,5,"NA","NA","NA"
"94","71",1,1,"J960_ACUTE.RESPIRATORY.FAILURE","0","0"
"205","71",1,2,"NA","NA","NA"
"316","71",1,3,"NA","NA","NA"
"427","71",1,4,"NA","NA","NA"
"538","71",1,5,"NA","NA","NA"
"93","69",1,1,"S014_OPEN.WOUND.OF.CHEEK.AND.TEMPOROMANDIBULAR.AREA","0","0"
"204","69",1,2,"NA","NA","NA"
"315","69",1,3,"NA","NA","NA"
"426","69",1,4,"NA","NA","NA"
"537","69",1,5,"NA","NA","NA"
"92","62",1,1,"R798_OTHER.SPECIFIED.ABNORMAL.FINDINGS.OF.BLOOD.CHEMISTRY","0","0"
"203","62",1,2,"NA","NA","NA"
"314","62",1,3,"NA","NA","NA"
"425","62",1,4,"NA","NA","NA"
"536","62",1,5,"NA","NA","NA"
"91","61",1,1,"B349_VIRAL.INFECTION..UNSPECIFIED","0","0"
"202","61",1,2,"NA","NA","NA"
"313","61",1,3,"NA","NA","NA"
"424","61",1,4,"NA","NA","NA"
"535","61",1,5,"NA","NA","NA"
"90","52",1,1,"F339_RECURRENT.DEPRESSIVE.DISORDER..UNSPECIFIED","0","0"
"201","52",1,2,"NA","NA","NA"
"312","52",1,3,"NA","NA","NA"
"423","52",1,4,"NA","NA","NA"
"534","52",1,5,"NA","NA","NA"
"89","13",1,1,"mc_arthritis","0","0"
"200","13",1,2,"NA","NA","NA"
"311","13",1,3,"NA","NA","NA"
"422","13",1,4,"NA","NA","NA"
"533","13",1,5,"NA","NA","NA"
"88","10",1,1,"es_full_time_education_training","0","0"
"199","10",1,2,"NA","NA","NA"
"310","10",1,3,"NA","NA","NA"
"421","10",1,4,"NA","NA","NA"
"532","10",1,5,"NA","NA","NA"
