"","Subsystem","Number of factors","variable","factor","degree","betweenness"
"259","17",2,3,"NA","NA","NA"
"360","17",2,4,"NA","NA","NA"
"461","17",2,5,"NA","NA","NA"
"56","10",2,1,"lw_prison","1","0"
"157","10",2,2,"lww_other_prisoners","1","0"
"258","10",2,3,"NA","NA","NA"
"359","10",2,4,"NA","NA","NA"
"460","10",2,5,"NA","NA","NA"
"101","101",1,1,"MELOXICAM_TAB.15MG","0","0"
"202","101",1,2,"NA","NA","NA"
"303","101",1,3,"NA","NA","NA"
"404","101",1,4,"NA","NA","NA"
"505","101",1,5,"NA","NA","NA"
"100","100",1,1,"OTEX_EAR.DPS.5.","0","0"
"201","100",1,2,"NA","NA","NA"
"302","100",1,3,"NA","NA","NA"
"403","100",1,4,"NA","NA","NA"
"504","100",1,5,"NA","NA","NA"
"99","99",1,1,"TWINRIX.ADULT_VAC.720U.20MCG.ML.1ML.PFS","0","0"
"200","99",1,2,"NA","NA","NA"
"301","99",1,3,"NA","NA","NA"
"402","99",1,4,"NA","NA","NA"
"503","99",1,5,"NA","NA","NA"
"98","98",1,1,"CLEMENT.CLARKE.STND.RANGE.PEAK.FLOW.METER.HAND.HELD","0","0"
"199","98",1,2,"NA","NA","NA"
"300","98",1,3,"NA","NA","NA"
"401","98",1,4,"NA","NA","NA"
"502","98",1,5,"NA","NA","NA"
"97","97",1,1,"HYDROCORT_CRM.0.5.","0","0"
"198","97",1,2,"NA","NA","NA"
"299","97",1,3,"NA","NA","NA"
"400","97",1,4,"NA","NA","NA"
"501","97",1,5,"NA","NA","NA"
"96","96",1,1,"F172_MENTAL.AND.BEHAVIOURAL.DISORDERS.DUE.TO.TOBACCO.DEPENDENCE.SYNDROME","0","0"
"197","96",1,2,"NA","NA","NA"
"298","96",1,3,"NA","NA","NA"
"399","96",1,4,"NA","NA","NA"
"500","96",1,5,"NA","NA","NA"
"95","95",1,1,"EPADERM.OINT","0","0"
"196","95",1,2,"NA","NA","NA"
"297","95",1,3,"NA","NA","NA"
"398","95",1,4,"NA","NA","NA"
"499","95",1,5,"NA","NA","NA"
"94","94",1,1,"R092_RESPIRATORY.ARREST","0","0"
"195","94",1,2,"NA","NA","NA"
"296","94",1,3,"NA","NA","NA"
"397","94",1,4,"NA","NA","NA"
"498","94",1,5,"NA","NA","NA"
"93","93",1,1,"FERR.FUMAR_TAB.322MG","0","0"
"194","93",1,2,"NA","NA","NA"
"295","93",1,3,"NA","NA","NA"
"396","93",1,4,"NA","NA","NA"
"497","93",1,5,"NA","NA","NA"
"92","92",1,1,"W189_OTHER.FALL.ON.SAME.LEVEL.IN.UNSPECIFIED.PLACE","0","0"
"193","92",1,2,"NA","NA","NA"
"294","92",1,3,"NA","NA","NA"
"395","92",1,4,"NA","NA","NA"
"496","92",1,5,"NA","NA","NA"
"91","91",1,1,"TUBIGRIP.6.75CM.X.0.5M.STKNTTE.ELASCTD.TUBLR.BAND","0","0"
"192","91",1,2,"NA","NA","NA"
"293","91",1,3,"NA","NA","NA"
"394","91",1,4,"NA","NA","NA"
"495","91",1,5,"NA","NA","NA"
"90","90",1,1,"mc_stomach_problems_gastritis","0","0"
"191","90",1,2,"NA","NA","NA"
"292","90",1,3,"NA","NA","NA"
"393","90",1,4,"NA","NA","NA"
"494","90",1,5,"NA","NA","NA"
"89","89",1,1,"TERBINAFINE.HCL_CRM.1.","0","0"
"190","89",1,2,"NA","NA","NA"
"291","89",1,3,"NA","NA","NA"
"392","89",1,4,"NA","NA","NA"
"493","89",1,5,"NA","NA","NA"
"88","82",1,1,"SYMBICORT_TURBOHALER.200MCG.6MCG..120.D.","0","0"
"189","82",1,2,"NA","NA","NA"
"290","82",1,3,"NA","NA","NA"
"391","82",1,4,"NA","NA","NA"
"492","82",1,5,"NA","NA","NA"
"87","74",1,1,"DICLOFENAC.SOD_TAB.E.C.25MG","0","0"
"188","74",1,2,"NA","NA","NA"
"289","74",1,3,"NA","NA","NA"
"390","74",1,4,"NA","NA","NA"
"491","74",1,5,"NA","NA","NA"
"86","72",1,1,"AQ_CRM","0","0"
"187","72",1,2,"NA","NA","NA"
"288","72",1,3,"NA","NA","NA"
"389","72",1,4,"NA","NA","NA"
"490","72",1,5,"NA","NA","NA"
"85","66",1,1,"BACTROBAN_CRM.2.","0","0"
"186","66",1,2,"NA","NA","NA"
"287","66",1,3,"NA","NA","NA"
"388","66",1,4,"NA","NA","NA"
"489","66",1,5,"NA","NA","NA"
"84","65",1,1,"J960_ACUTE.RESPIRATORY.FAILURE","0","0"
"185","65",1,2,"NA","NA","NA"
"286","65",1,3,"NA","NA","NA"
"387","65",1,4,"NA","NA","NA"
"488","65",1,5,"NA","NA","NA"
"83","63",1,1,"S014_OPEN.WOUND.OF.CHEEK.AND.TEMPOROMANDIBULAR.AREA","0","0"
"184","63",1,2,"NA","NA","NA"
"285","63",1,3,"NA","NA","NA"
"386","63",1,4,"NA","NA","NA"
"487","63",1,5,"NA","NA","NA"
"82","57",1,1,"R798_OTHER.SPECIFIED.ABNORMAL.FINDINGS.OF.BLOOD.CHEMISTRY","0","0"
"183","57",1,2,"NA","NA","NA"
"284","57",1,3,"NA","NA","NA"
"385","57",1,4,"NA","NA","NA"
"486","57",1,5,"NA","NA","NA"
"81","56",1,1,"B349_VIRAL.INFECTION..UNSPECIFIED","0","0"
"182","56",1,2,"NA","NA","NA"
"283","56",1,3,"NA","NA","NA"
"384","56",1,4,"NA","NA","NA"
"485","56",1,5,"NA","NA","NA"
"80","46",1,1,"F339_RECURRENT.DEPRESSIVE.DISORDER..UNSPECIFIED","0","0"
"181","46",1,2,"NA","NA","NA"
"282","46",1,3,"NA","NA","NA"
"383","46",1,4,"NA","NA","NA"
"484","46",1,5,"NA","NA","NA"
"79","11",1,1,"mc_arthritis","0","0"
"180","11",1,2,"NA","NA","NA"
"281","11",1,3,"NA","NA","NA"
"382","11",1,4,"NA","NA","NA"
"483","11",1,5,"NA","NA","NA"
"78","9",1,1,"es_full_time_education_training","0","0"
"179","9",1,2,"NA","NA","NA"
"280","9",1,3,"NA","NA","NA"
"381","9",1,4,"NA","NA","NA"
"482","9",1,5,"NA","NA","NA"
