variable,community,degree,closeness,betweenness,strength,source,Label,Group
DALTEPARIN.SOD_INJ.25.000U.ML.0.72ML.PFS,10,2,0.000139919,0.000864179,2,PIS,,
I269_PULMONARY.EMBOLISM.WITHOUT.MENTION.OF.ACUTE.COR.PULMONALE,10,2,0.000128916,0.001472305,2,SMR,,
M7966_PAIN.IN.LIMB..LOWER.LEG.,10,2,0.000129803,0,2,SMR,,
mc_chronic_hepatitis_b,10,2,0.000124828,0.001342014,2,NDRDD,,
OPTREX_INFECTED.EYES.EYE.DPS.0.5.,10,2,0.000103756,0.002917654,2,PIS,,
R18X_ASCITES,10,2,0.000112562,0,2,SMR,,
SHARPSGUARD.1L,10,2,0.000128254,0.00070691,2,PIS,,
SOLIFENACIN_TAB.5MG,10,2,0.000107875,0.001474858,2,PIS,,
SPIRONOL_TAB.25MG,10,2,0.000123487,0.001165717,2,PIS,,
SPIRONOL_TAB.50MG,10,2,0.000113572,0,2,PIS,,
VIT.B.CO_TAB,10,2,0.000146778,0.009111439,2,PIS,,
W469_CONTACT.WITH.HYPODERMIC.NEEDLE.IN.UNSPECIFIED.PLACE,10,2,0.000128584,3.12E-05,2,SMR,,
WARFARIN.SOD_TAB.5MG,10,2,0.000128916,0.001472305,2,PIS,,
Z21X_ASYMPTOMATIC.HUMAN.IMMUNODEFICIENCY.VIRUS..HIV..INFECTION.STATUS,10,2,0.000112108,0,2,SMR,,
Z503_DRUG.REHABILITATION,10,2,0.000131062,0.001329544,2,SMR,,
B958_UNSPECIFIED.STAPH.AS.THE.CAUSE.OF.DISEASES.CLASSIFIED.TO.OTHER.CHAPTERS,10,1,0.000120744,0,1,SMR,,
F1124_OPIOIDS.DEPENDENCE.SYNDR.CURRENT.USER..ACTIVE.DEPENDENCE.,10,1,0.000131787,0,1,SMR,,
FRAGMIN_INJ.25.000U.ML.0.6ML.PFS,10,1,0.000125565,0,1,PIS,,
K769_LIVER.DISEASE..UNSPECIFIED,10,1,9.75E-05,0,1,SMR,,
L023_CUTANEOUS.ABSCESS..FURUNCLE.AND.CARBUNCLE.OF.BUTTOCK,10,1,0.000120744,0,1,SMR,,
VESICARE_TAB.5MG,10,1,9.59E-05,0,1,PIS,,
WARFARIN.SOD_TAB.3MG,10,1,9.94E-05,0,1,PIS,,
Z921_PERSONAL.HISTORY.OF.LONG.TERM..CURRENT..USE.OF.ANTICOAGULANTS,10,1,0.000128849,0,1,SMR,,
R11X_NAUSEA.AND.VOMITING,11,7,0.000129803,0.014115568,7,SMR,Diabetes,Distinct condition
METFORMIN.HCL_TAB.500MG,11,6,0.000126454,0.01115819,6,PIS,,
T810_HAEMORRHAGE.AND.HAEMATOMA.COMPLICATING.A.PROCEDURE.NEC,11,6,0.000129584,0.00970306,6,SMR,,
R104_OTHER.AND.UNSPECIFIED.ABDOMINAL.PAIN,11,5,0.000129232,0.010146487,5,SMR,,
E109_TYPE.1.DIABETES.MELLITUS.WITHOUT.COMPLICATIONS,11,4,0.000117151,0.004606993,4,SMR,,
mc_diabetes,11,4,0.000115075,0.001835765,4,NDRDD,,
T814_INFECTION.FOLLOWING.A.PROCEDURE..NOT.ELSEWHERE.CLASSIFIED,11,4,0.00012364,0.004977262,4,SMR,,
B956_STAPH.AUREUS.AS.THE.CAUSE.OF.DISEASES.CLASSIFIED.TO.OTHER.CHAPTERS,11,3,0.000122534,0.002896107,3,SMR,,
E101_TYPE.1.DIABETES.MELLITUS.WITH.KETOACIDOSIS,11,3,0.00011029,0.00067299,3,SMR,,
E119_TYPE.2.DIABETES.MELLITUS.WITHOUT.COMPLICATIONS,11,3,0.000112638,2.30E-05,3,SMR,,
GLICLAZIDE_TAB.80MG,11,3,0.000114103,0.001255765,3,PIS,,
I724_ANEURYSM.AND.DISSECTION.OF.ARTERY.OF.LOWER.EXTREMITY,11,3,0.000128949,0.001602916,3,SMR,,
R02X_GANGRENE..NOT.ELSEWHERE.CLASSIFIED,11,3,0.000134771,0.005401588,3,SMR,,
R17X_UNSPECIFIED.JAUNDICE,11,3,0.000122249,0.004623821,3,SMR,,
R53X_MALAISE.AND.FATIGUE,11,3,0.000119531,0.003002245,3,SMR,,
R739_HYPERGLYCAEMIA..UNSPECIFIED,11,3,0.000111582,0.001912095,3,SMR,,
R945_ABNORMAL.RESULTS.OF.LIVER.FUNCTION.STUDIES,11,3,0.000118469,0.004328283,3,SMR,,
Y831_ABN.REACT.TO.LATER.COMPLIC.OF.OP.WITH.IMPLANT.OF.ARTIFICIAL.INTERN.DEVICE,11,3,0.000120236,0.001933304,3,SMR,,
Y832_ABN.REACT.TO.LATER.COMPLIC.OF.OP.WITH.ANASTOMOSIS..BYPASS.OR.GRAFT,11,3,0.000127113,0.00363048,3,SMR,,
Y838_ABNORMAL.REACTION.TO.OR.LATER.COMPLICATION.OF.OTHER.SURGICAL.PROCEDURES,11,3,0.000118483,0.00253876,3,SMR,,
BD.MICROFINE..NEEDLES.PEN.INJ.SCREW.ON.5MM,11,2,0.00010321,0.001474858,2,PIS,,
H269_CATARACT..UNSPECIFIED,11,2,0.000124969,0.006150689,2,SMR,,
HYDROCORT_MUCOADH.BUCCAL.TAB.2.5MG.S.F,11,2,0.000123808,0.001557063,2,PIS,,
I739_PERIPHERAL.VASCULAR.DISEASE..UNSPECIFIED,11,2,0.000121036,0.000355477,2,SMR,,
L033_CELLULITIS.OF.TRUNK,11,2,0.000104232,0.001474858,2,SMR,,
N189_CHRONIC.KIDNEY.DISEASE..UNSPECIFIED,11,2,0.000135814,0.003061167,2,SMR,,
T846_INF.INFLAMMATORY.REACTION.DUE.TO.INTERNAL.FIXATION.DEVICE,11,2,0.000114797,0.000953897,2,SMR,,
Z871_PERSONAL.HISTORY.OF.DISEASES.OF.THE.DIGESTIVE.SYSTEM,11,2,0.00011722,0.001307635,2,SMR,,
ALLEVYN.ADH.10CM.X.10CM.WOUND.DRESS.POLYURETH,11,1,9.30E-05,0,1,PIS,,
ATORVASTATIN_TAB.40MG,11,1,0.000110339,0,1,PIS,,
B954_OTHER.STREPTOCOCCUS.AS.THE.CAUSE.OF.DISEASES.CLASSIFIED.TO.OTHER.CHAPTERS,11,1,0.000107342,0,1,SMR,,
CONTOUR..REAGENT._STRIPS,11,1,9.22E-05,0,1,PIS,,
K439_OTHER.AND.UNSPECIFIED.VENTRAL.HERNIA.WITHOUT.OBSTRUCTION.OR.GANGRENE,11,1,0.000112714,0,1,SMR,,
K529_NONINFECTIVE.GASTROENTERITIS.AND.COLITIS..UNSPECIFIED,11,1,0.00011288,0,1,SMR,,
T813_DISRUPTION.OF.OPERATION.WOUND..NOT.ELSEWHERE.CLASSIFIED,11,1,0.000104221,0,1,SMR,,
G409_EPILEPSY..UNSPECIFIED,12,10,0.000143164,0.021970383,10,SMR,Epilepsy,Distinct condition
mc_epilepsy_seizures,12,5,0.000136166,0.006087012,5,NDRDD,,
NICORETTE_QUICKMIST.OROMUCOSAL.P.SPY,12,5,0.000142268,0.022313776,5,PIS,,
EPILIM.CHRONO.500_TAB.500MG.C.R,12,4,0.000129166,0.002591746,4,PIS,,
NICORETTE.INVISI_PATCH.25MG.16HRS,12,4,0.000136333,0.012185625,4,PIS,,
NICOTINELL.TTS.30_PATCH.21MG.24HRS,12,4,0.000139743,0.009286451,4,PIS,,
SOD.VALPR_TAB.E.C.200MG,12,4,0.000138677,0.011945868,4,PIS,,
TRAMADOL.HCL_CAP.100MG.M.R,12,4,0.000129299,0.00799655,4,PIS,,
EPILIM.CHRONO.300_TAB.300MG.C.R,12,3,0.000128667,0.00249741,3,PIS,,
F130_MENTAL.BEHAVIOURAL.DISORDERS.DUE.TO.ACUTE.INTOX.WITH.SEDATIVE.OR.HYPNOTICS,12,3,0.000137344,0.007082089,3,SMR,,
G403_GENERALIZED.IDIOPATHIC.EPILEPSY.AND.EPILEPTIC.SYNDROMES,12,3,0.000127665,0.002517965,3,SMR,,
LAMOTRIGINE_TAB.100MG,12,3,0.000125676,0.002947163,3,PIS,,
M5499_DORSALGIA..UNSPECIFIED..SITE.UNSPECIFIED.,12,3,0.00010784,0.003363553,3,SMR,,
NICORETTE_INHALATOR...INH.CART.10MG,12,3,0.000135099,0.007670916,3,PIS,,
NIQUITIN.CLR_PATCH.21MG.24HRS.STEP.1.,12,3,0.00010553,0.001959668,3,PIS,,
NIQUITIN_PATCH.21MG.24HRS..STEP.1.,12,3,0.000108861,0.002650938,3,PIS,,
R31X_UNSPECIFIED.HAEMATURIA,12,3,0.000128634,0.00695911,3,SMR,,
td_valporic_acide,12,3,0.000130361,0.003878079,3,NDRDD,,
TEGRETOL.PROLONGED.RELEASE_TAB.200MG.M.R,12,3,0.000128982,0.004066766,3,PIS,,
ZYDOL.SR_TAB.100MG,12,3,0.000132767,0.008007316,3,PIS,,
BONJELA_GEL.8.7..S.F,12,2,0.000122354,0.002109881,2,PIS,,
EPILIM.CHRONO.200_TAB.200MG.C.R,12,2,0.000118329,0,2,PIS,,
FENTANYL_TRANSDERMAL.PATCH.25MCG.HR,12,2,9.59E-05,0.001474858,2,PIS,,
LAMOTRIGINE_TAB.50MG,12,2,0.000109769,0.001474858,2,PIS,,
M5459_LOW.BACK.PAIN..SITE.UNSPECIFIED.,12,2,0.000114142,0.002429946,2,SMR,,
NICORETTE_INHALATOR...INH.CART.15MG,12,2,0.000120934,0.003593648,2,PIS,,
NIQUITIN.CLR_PATCH.14MG.24HRS.STEP.2.,12,2,0.000114521,0.002454307,2,PIS,,
NIQUITIN_PATCH.14MG.24HRS..STEP.2.,12,2,9.67E-05,0.000310658,2,PIS,,
NIQUITIN_PATCH.7MG.24HRS..STEP.3.,12,2,9.41E-05,0.000166185,2,PIS,,
ZAMADOL.SR_CAP.100MG,12,2,0.000114051,0.002465393,2,PIS,,
F110_MENTAL.AND.BEHAVIOURAL.DISORDERS.DUE.TO.ACUTE.INTOXICATION.WITH.OPIOIDS,12,1,0.00011854,0,1,SMR,,
LAMOTRIGINE_TAB.25MG,12,1,9.74E-05,0,1,PIS,,
NICOTINELL.TTS.20_PATCH.14MG.24HRS,12,1,0.000120322,0,1,PIS,,
R55X_SYNCOPE.AND.COLLAPSE,12,1,0.00012285,0,1,SMR,,
td_fentanyl,12,1,8.63E-05,0,1,NDRDD,,
TEGRETOL.PROLONGED.RELEASE_TAB.400MG.M.R,12,1,0.000112259,0,1,PIS,,
TRAMADOL.HCL_CAP.200MG.M.R,12,1,0.000112499,0,1,PIS,,
ENSURE.PLUS_MILKSHAKE.STYLE.LIQ.10.FLAV.,13,9,0.000127405,0.026763232,9,PIS,"Liver cirrhosis, malnourishment",Substance use related
K703_ALCOHOLIC.CIRRHOSIS.OF.LIVER,13,8,0.000130856,0.020234447,8,SMR,,
N179_ACUTE.RENAL.FAILURE..UNSPECIFIED,13,8,0.000142531,0.015171749,8,SMR,,
K766_PORTAL.HYPERTENSION,13,6,0.000137798,0.019540754,6,SMR,,
CHLORAMPHEN_EYE.DPS.0.5.,13,5,0.000106315,0.00838147,5,PIS,,
HYPROMELLOSE_EYE.DPS.0.3.,13,5,0.000101657,0.00628768,5,PIS,,
AIROMIR_AUTOHALER.100MCG..200.D..CFF,13,4,0.000129132,0.01461533,4,PIS,,
ENSURE.PLUS.FIBRE_LIQ.FEED..5.FLAV.,13,4,0.000111545,0.003585554,4,PIS,,
ENSURE.PLUS_TUBE.FEED.LIQ.VANILLA,13,4,0.000111185,0.000717592,4,PIS,,
FORTISIP.BOTTLE_LIQ..8.FLAV.,13,4,0.000116945,0.007296171,4,PIS,,
K318_OTHER.SPECIFIED.DISEASES.OF.STOMACH.AND.DUODENUM,13,4,0.000142389,0.013626233,4,SMR,,
REMEDEINE.FTE_TAB,13,4,0.00013328,0.011740686,4,PIS,,
VISCOTEARS_LIQ.GEL.2MG.G,13,4,0.00010609,0.009706478,4,PIS,,
ALMOND.OIL_LIQ,13,3,0.000112397,0.003390595,3,PIS,,
DYPRACET_TAB.30MG.500MG,13,3,0.000135117,0.012294598,3,PIS,,
E86X_VOLUME.DEPLETION,13,3,0.000128057,0.003106547,3,SMR,,
E876_HYPOKALAEMIA,13,3,0.000127291,0.003623628,3,SMR,,
I859_OESOPHAGEAL.VARICES.WITHOUT.BLEEDING,13,3,0.000125581,0.002284498,3,SMR,,
PARACET.DIHYDROCODEINE_TAB.500MG.20MG,13,3,0.000102051,0.00294844,3,PIS,,
PARACET.DIHYDROCODEINE_TAB.500MG.30MG,13,3,0.000115607,0.003679485,3,PIS,,
R33X_RETENTION.OF.URINE,13,3,0.000113882,0.00563435,3,SMR,,
T796_TRAUMATIC.ISCHAEMIA.OF.MUSCLE,13,3,0.000145433,0.009940629,3,SMR,,
TAMSULOSIN.HCL_CAP.400MCG.M.R,13,3,0.000119918,0.007165604,3,PIS,,
Y450_ADVERSE.EFFECTS.OF.OPIOIDS.AND.RELATED.ANALGESICS,13,3,0.000100685,0.00294844,3,SMR,,
BRICANYL_TURBOHALER.500MCG..100.D.,13,2,9.95E-05,0.001474858,2,PIS,,
CARBOMER.980_GEL.EYE.DPS.0.2.,13,2,9.45E-05,0.000364673,2,PIS,,
CHLORAMPHEN_EYE.OINT.1.,13,2,0.000112448,0.006264084,2,PIS,,
CO.DYDRAMOL_TAB.10MG.500MG,13,2,9.13E-05,0.001474858,2,PIS,,
E45_ITCH.RELIEF.CRM,13,2,0.000118203,0.001722487,2,PIS,,
ENSURE.PLUS.JUCE_LIQ.FEED..6.FLAV.,13,2,0.000111086,0,2,PIS,,
ENSURE_LIQ.FEED..3.FLAV.,13,2,9.88E-05,0,2,PIS,,
FORTIJUCE_LIQ..7.FLAV.,13,2,0.00010305,0.001474858,2,PIS,,
FORTISIP_M.FIBRE.LIQ,13,2,0.000108719,0.000607385,2,PIS,,
K296_OTHER.GASTRITIS,13,2,0.000126968,0.001860435,2,SMR,,
LACRI.LUBE_OPHTH.OINT,13,2,9.10E-05,0.000118118,2,PIS,,
MELOLIN.5CM.X.5CM.PFA.PLAS.FACED.DRESS,13,2,9.46E-05,0.000998592,2,PIS,,
MICROPORE.1.25CM.X.5M.SURG.ADH.TAPE.PERM.NON.WOV.SYN,13,2,0.000100281,0.001618023,2,PIS,,
MONTELUKAST_TAB.10MG,13,2,8.53E-05,0.001474858,2,PIS,,
REMEDEINE_TAB,13,2,0.00011558,0.002204626,2,PIS,,
S399_UNSPECIFIED.INJURY.OF.ABDOMEN..LOWER.BACK.AND.PELVIS,13,2,0.000121892,0.004185679,2,SMR,,
SALAMOL.E.BREATHE_INH.100MCG..200.D..CFF,13,2,0.000112397,0.001474858,2,PIS,,
SINGULAIR_TAB.10MG,13,2,9.45E-05,0.002947163,2,PIS,,
T...R.SOD.BICARB.EAR.DPS.5..EAR.WAX.SOFTENING.MED.DEV.10ML,13,2,0.000115048,0.001289911,2,PIS,,
W190_UNSPECIFIED.FALL.AT.HOME,13,2,0.000113585,0.001028739,2,SMR,,
CONOTRANE_CRM,13,1,9.47E-05,0,1,PIS,,
EASYHALER_SALBUTAMOL.SULF.100MCG..200D.,13,1,9.95E-05,0,1,PIS,,
FUCIDIN_CRM.2.,13,1,0.000113675,0,1,PIS,,
FUCITHALMIC_VISCOUS.EYE.DPS.1.,13,1,9.47E-05,0,1,PIS,,
FUSIDIC.ACID_VISCOUS.EYE.DPS.1.,13,1,9.10E-05,0,1,PIS,,
IBUPROFEN_GEL.10.,13,1,8.26E-05,0,1,PIS,,
K226_GASTRO.OESOPHAGEAL.LACERATION.HAEMORRHAGE.SYNDROME,13,1,0.000113675,0,1,SMR,,
K590_CONSTIPATION,13,1,9.02E-05,0,1,SMR,,
K729_HEPATIC.FAILURE..UNSPECIFIED,13,1,0.000113675,0,1,SMR,,
K760_FATTY..CHANGE.OF..LIVER..NOT.ELSEWHERE.CLASSIFIED,13,1,0.000111557,0,1,SMR,,
M6289_OTHER.SPECIFIED.DISORDERS.OF.MUSCLE..SITE.UNSPECIFIED.,13,1,0.000122384,0,1,SMR,,
mc_kidney_problems,13,1,0.000122384,0,1,NDRDD,,
MELOXICAM_TAB.7.5MG,13,1,0.000101989,0,1,PIS,,
R042_HAEMOPTYSIS,13,1,9.10E-05,0,1,SMR,,
R400_SOMNOLENCE,13,1,9.02E-05,0,1,SMR,,
S8210_CLOSED.FRACTURE.OF.UPPER.END.OF.TIBIA,13,1,0.000111062,0,1,SMR,,
SERETIDE.500_ACCUHALER.500MCG.50MCG.60D.,13,1,7.76E-05,0,1,PIS,,
TERBUT.SULF_B.A.INHA.500MCG..100.D.,13,1,8.92E-05,0,1,PIS,,
Z911_PERSONAL.HISTORY.OF.NONCOMPLIANCE.WITH.MEDICAL.TREATMENT.AND.REGIMEN,13,1,9.21E-05,0,1,SMR,,
mc_learning_disability,14,1,1,0,1,NDRDD,"Learning disability, ADD",Distinct condition
pc_a_dhd_add,14,1,1,0,1,NDRDD,,
mc_migraine_headaches,15,1,1,0,1,NDRDD,Migraine,Distinct condition
SUMATRIPTAN_TAB.50MG,15,1,1,0,1,PIS,,
mc_no_known_medical_conditions,16,1,1,0,1,NDRDD,No known conditions,Distinct condition
pc_no_known_psychiatric_conditions,16,1,1,0,1,NDRDD,,
F102_MENTAL.AND.BEHAVIOURAL.DISORDERS.DUE.TO.ALCOHOL.DEPENDENCE.SYNDROME,17,11,0.000170155,0.065342889,11,SMR,Alcohol dependence and gastritis,Substance use related
K210_GASTRO.OESOPHAGEAL.REFLUX.DISEASE.WITH.OESOPHAGITIS,17,10,0.000136836,0.018032093,10,SMR,,
K861_OTHER.CHRONIC.PANCREATITIS,17,7,0.000140786,0.020381774,7,SMR,,
K20X_OESOPHAGITIS,17,5,0.000139024,0.007372887,5,SMR,,
K860_ALCOHOL.INDUCED.CHRONIC.PANCREATITIS,17,5,0.000139665,0.014936711,5,SMR,,
F101_MENTAL.AND.BEHAVIOURAL.DISORDERS.DUE.TO.HARMFUL.USE.OF.ALCOHOL,17,4,0.000151699,0.009918844,4,SMR,,
K219_GASTRO.OESOPHAGEAL.REFLUX.DISEASE.WITHOUT.OESOPHAGITIS,17,4,0.000119904,0.007113117,4,SMR,,
K292_ALCOHOLIC.GASTRITIS,17,4,0.000139063,0.008781156,4,SMR,,
K449_DIAPHRAGMATIC.HERNIA.WITHOUT.OBSTRUCTION.OR.GANGRENE,17,4,0.000124023,0.004600684,4,SMR,,
OMEPRAZOLE_CAP.E.C.40MG,17,4,0.000140607,0.014258125,4,PIS,,
INS.NOVORAPID_FLEXPEN.100U.ML.3ML.PF.PEN,17,3,9.48E-05,0.004419468,3,PIS,,
K221_ULCER.OF.OESOPHAGUS,17,3,0.000129032,0.002681289,3,SMR,,
K297_GASTRITIS..UNSPECIFIED,17,3,0.000126887,0.00286958,3,SMR,,
K298_DUODENITIS,17,3,0.000146499,0.004823962,3,SMR,,
K85X_ACUTE.PANCREATITIS,17,3,0.00012734,0.000209182,3,SMR,,
K920_HAEMATEMESIS,17,3,0.000124486,0.00496636,3,SMR,,
R441_VISUAL.HALLUCINATIONS,17,3,0.000142552,0.006715612,3,SMR,,
VALOID_TAB.50MG,17,3,0.000112918,0.002494021,3,PIS,,
Z864_PERSONAL.HISTORY.OF.PSYCHOACTIVE.SUBSTANCE.ABUSE,17,3,0.000149633,0.016285184,3,SMR,,
CREON.10000_CAP.E.C,17,2,0.000121242,0.007348754,2,PIS,,
D649_ANAEMIA..UNSPECIFIED,17,2,0.000124704,0.001305649,2,SMR,,
INS.LANTUS.SOLOSTAR_100U.ML.3ML.PF.PEN,17,2,8.55E-05,0.001474858,2,PIS,,
K269_DUODENAL.ULCER..UNSPEC.AS.ACUTE.OR.CHRONIC..W.O.HAEMORRHAGE.OR.PERFORATION,17,2,0.000125329,0.001474858,2,SMR,,
mc_pancreatitis_not_alcohol_related,17,2,0.000121109,0,2,NDRDD,,
MOVELAT_CRM,17,2,0.000105363,0.002947163,2,PIS,,
MOVELAT_GEL,17,2,9.39E-05,0.001474858,2,PIS,,
ONETOUCH.ULTRA..REAGENT._STRIPS,17,2,0.00010644,0.005884111,2,PIS,,
R101_PAIN.LOCALIZED.TO.UPPER.ABDOMEN,17,2,0.000118948,0.002283244,2,SMR,,
S019_OPEN.WOUND.OF.HEAD..PART.UNSPECIFIED,17,2,0.000129601,0.00210845,2,SMR,,
A099_GASTROENTIRITIS.AND.COLITIS.OF.UNSPECIFIED.ORIGIN,17,1,0.000110668,0,1,SMR,,
AEROCHAMBER.PLUS...ADULT.CHILD.INFANT.MASK,17,1,0.000119789,0,1,PIS,,
AVIVA..REAGENT._STRIPS,17,1,8.55E-05,0,1,PIS,,
CYCLIZINE.HCL_TAB.50MG,17,1,9.99E-05,0,1,PIS,,
DIOCTYL_CAP.100MG,17,1,7.78E-05,0,1,PIS,,
E780_PURE.HYPERCHOLESTEROLAEMIA,17,1,0.000118161,0,1,SMR,,
F432_ADJUSTMENT.DISORDERS,17,1,0.000142207,0,1,SMR,,
G405_SPECIAL.EPILEPTIC.SYNDROMES,17,1,0.000129082,0,1,SMR,,
K921_MELAENA,17,1,0.000108838,0,1,SMR,,
R634_ABNORMAL.WEIGHT.LOSS,17,1,0.000109481,0,1,SMR,,
S4220_CLOSED.FRACTURE.OF.UPPER.END.OF.HUMERUS,17,1,8.48E-05,0,1,SMR,,
V031_PEDESTRIAN.INJURED.IN.COLLISION.WITH.CAR.PICK.UP.TRUCK.VAN..TRAFFIC.ACCID,17,1,0.000118161,0,1,SMR,,
SALBUTAMOL_INHA.100MCG..200.D..CFF,18,13,0.000143266,0.036563305,13,PIS,"Mixed allergy, asthma medications",Co-occurring conditions
CLENIL.MODULITE_INHA.100MCG..200D.,18,6,0.000126231,0.002391919,6,PIS,,
MACRODANTIN_CAP.50MG,18,6,0.000137646,0.016387674,6,PIS,,
NITROFURANTOIN_CAP.50MG,18,6,0.000141844,0.016462465,6,PIS,,
TRIMETHOPRIM_TAB.200MG,18,6,0.000140115,0.019344056,6,PIS,,
J459_ASTHMA..UNSPECIFIED,18,5,0.000129132,0.004149872,5,SMR,,
MUCODYNE_CAP.375MG,18,5,0.00013488,0.010085585,5,PIS,,
SERETIDE.125_EVOHALER.125MCG.25MCG.120D.,18,5,0.000129182,0.007703695,5,PIS,,
AEROCHAMBER.PLUS,18,4,0.000124828,0.002517075,4,PIS,,
CEFALEXIN_CAP.250MG,18,4,0.000130907,0.007338021,4,PIS,,
CIPROFLOXACIN_TAB.250MG,18,4,0.00013986,0.010915243,4,PIS,,
FORCEVAL_CAP,18,4,0.000142918,0.008252853,4,PIS,,
FOSTAIR_INH.100MCG.6MCG..120D..CFF,18,4,0.00011966,0.00394466,4,PIS,,
MACROBID_CAP.100MG,18,4,0.000129433,0.009543044,4,PIS,,
PREDNISOLONE_TAB.25MG,18,4,0.000131165,0.006853516,4,PIS,,
SALMETEROL_INHA.25MCG..120.D..CFF,18,4,0.000139256,0.008517671,4,PIS,,
CARBOCISTEINE_CAP.375MG,18,3,0.000123916,0.004043544,3,PIS,,
CLENIL.MODULITE_INHA.200MCG..200D.,18,3,0.000129333,0.004025209,3,PIS,,
CLENIL.MODULITE_INHA.50MCG..200D.,18,3,0.000125976,0.004037984,3,PIS,,
CLONIDINE.HCL_TAB.25MCG,18,3,0.000120236,0.004988772,3,PIS,,
FERSAMAL_TAB.210MG,18,3,0.000124797,0.003734269,3,PIS,,
NITROFURANTOIN_TAB.50MG,18,3,0.000132538,0.006936497,3,PIS,,
QVAR.50_INHA.50MCG..200.D.,18,3,0.000136463,0.011149058,3,PIS,,
B962_E..COLI.AS.THE.CAUSE.OF.DISEASES.CLASSIFIED.TO.OTHER.CHAPTERS,18,2,0.000116632,0.000828711,2,SMR,,
BISACODYL_TAB.E.C.5MG,18,2,0.000118821,0.002947163,2,PIS,,
DAKTARIN.AKTIV_PDR.SPY.0.16..100G,18,2,0.000113161,0.001837215,2,PIS,,
ERYTHROMYCIN_CAP.E.C.250MG,18,2,0.000117786,0.002208903,2,PIS,,
J690_PNEUMONITIS.DUE.TO.FOOD.AND.VOMIT,18,2,0.000129887,0.003490106,2,SMR,,
mc_respiratory_condition_including_copd,18,2,0.000124828,0,2,NDRDD,,
MEFENAMIC.ACID_CAP.250MG,18,2,0.000134535,0.005878525,2,PIS,,
N390_URINARY.TRACT.INFECTION..SITE.NOT.SPECIFIED,18,2,0.0001207,0.001207238,2,SMR,,
OXYBUTYNIN.HCL_TAB.2.5MG,18,2,0.000109541,0.00371269,2,PIS,,
QVAR.100_INHA.100MCG..200.D.,18,2,0.000127698,0,2,PIS,,
SERETIDE.250_EVOHALER.250MCG.25MCG.120D.,18,2,0.000115955,0.000215224,2,PIS,,
SEREVENT_EVOHALER.25MCG..120.D.,18,2,0.000121448,0.000230153,2,PIS,,
TRIMOVATE_CRM,18,2,0.000104504,0.001474858,2,PIS,,
BECLOMET.DIPROP_INHA.100MCG..200D.,18,1,0.000110169,0,1,PIS,,
OFLOXACIN_TAB.400MG,18,1,0.000122669,0,1,PIS,,
OXYBUTYNIN.HCL_TAB.5MG,18,1,0.000121877,0,1,PIS,,
SYMBICORT_TURBOHALER.100MCG.6MCG..120.D.,18,1,0.00010513,0,1,PIS,,
TIMODINE_CRM,18,1,9.32E-05,0,1,PIS,,
VIT_CAP,18,1,0.000122669,0,1,PIS,,
CHLORHEX.GLUCON_MTHWSH.0.2.,19,7,0.00013151,0.01515964,7,PIS,"Respiratory infection, depression, pain",Co-occurring conditions
PROPRANOLOL.HCL_CAP.80MG.M.R,19,7,0.000138389,0.0151003,7,PIS,,
CITALOPRAM.HYDROB_TAB.10MG,19,6,0.0001294,0.01109314,6,PIS,,
CITALOPRAM.HYDROB_TAB.20MG,19,6,0.000126374,0.009902312,6,PIS,,
J22X_UNSPECIFIED.ACUTE.LOWER.RESPIRATORY.INFECTION,19,6,0.000146391,0.017327127,6,SMR,,
pc_anxiety,19,6,0.000138064,0.013442527,6,NDRDD,,
MICONAZOLE_OROMUCOSAL.GEL.20MG.G.S.F,19,5,0.000126454,0.011929759,5,PIS,,
PHENOXYMETHYLPENICILLIN.POT_TAB.250MG,19,5,0.000130651,0.008628875,5,PIS,,
R103_PAIN.LOCALIZED.TO.OTHER.PARTS.OF.LOWER.ABDOMEN,19,5,0.000128684,0.009384784,5,SMR,,
Z824_F.H.OF.IHD.AND.OTHER.DISEASES.OF.THE.CIRCULATORY.SYSTEM,19,5,0.000131458,0.007789475,5,SMR,,
CITALOPRAM.HYDROB_TAB.40MG,19,4,0.000122085,0.003374173,4,PIS,,
J189_PNEUMONIA..UNSPECIFIED,19,4,0.000115513,0.002983083,4,SMR,,
METRONIDAZOLE_TAB.400MG,19,4,0.000135612,0.011001738,4,PIS,,
PRECONCEIVE_FOLIC.ACID.TAB.400MCG,19,4,0.000122384,0.006992305,4,PIS,,
R060_DYSPNOEA,19,4,0.000119574,0.004167837,4,SMR,,
TRANEXAMIC.ACID_TAB.500MG,19,4,0.00011274,0.005631641,4,PIS,,
VOLUMATIC,19,4,0.000126823,0.012378204,4,NA,,
Z720_TOBACCO.USE,19,4,0.000129752,0.005718105,4,SMR,,
BENZYDAMINE.HCL_MTHWSH.0.15..S.F,19,3,0.000119904,0.002711137,3,PIS,,
CHLORHEX.GLUCON_MTHWSH..MINT..0.2.,19,3,0.000122414,0.002647566,3,PIS,,
CLARITHROMYCIN_TAB.500MG,19,3,0.000130225,0.003478261,3,PIS,,
CO.AMOXICLAV_TAB.500MG.125MG,19,3,0.000130941,0.004028134,3,PIS,,
CORSODYL_MTHWSH..MINT..0.2.,19,3,0.000122414,0.002168486,3,PIS,,
DAKTARIN_OROMUCOSAL.GEL.20MG.G.S.F,19,3,0.000120395,0.006111243,3,PIS,,
DIAZEPAM_TAB.2MG,19,3,0.0001353,0.013906696,3,PIS,,
