"","Subsystem","Number of factors","variable","factor","degree","betweenness"
"359","74",1,4,"NA","NA","NA"
"452","74",1,5,"NA","NA","NA"
"79","67",1,1,"DICLOFENAC.SOD_TAB.E.C.25MG","0","0"
"172","67",1,2,"NA","NA","NA"
"265","67",1,3,"NA","NA","NA"
"358","67",1,4,"NA","NA","NA"
"451","67",1,5,"NA","NA","NA"
"78","64",1,1,"AQ_CRM","0","0"
"171","64",1,2,"NA","NA","NA"
"264","64",1,3,"NA","NA","NA"
"357","64",1,4,"NA","NA","NA"
"450","64",1,5,"NA","NA","NA"
"77","57",1,1,"BACTROBAN_CRM.2.","0","0"
"170","57",1,2,"NA","NA","NA"
"263","57",1,3,"NA","NA","NA"
"356","57",1,4,"NA","NA","NA"
"449","57",1,5,"NA","NA","NA"
"76","56",1,1,"J960_ACUTE.RESPIRATORY.FAILURE","0","0"
"169","56",1,2,"NA","NA","NA"
"262","56",1,3,"NA","NA","NA"
"355","56",1,4,"NA","NA","NA"
"448","56",1,5,"NA","NA","NA"
"75","54",1,1,"S014_OPEN.WOUND.OF.CHEEK.AND.TEMPOROMANDIBULAR.AREA","0","0"
"168","54",1,2,"NA","NA","NA"
"261","54",1,3,"NA","NA","NA"
"354","54",1,4,"NA","NA","NA"
"447","54",1,5,"NA","NA","NA"
"74","48",1,1,"R798_OTHER.SPECIFIED.ABNORMAL.FINDINGS.OF.BLOOD.CHEMISTRY","0","0"
"167","48",1,2,"NA","NA","NA"
"260","48",1,3,"NA","NA","NA"
"353","48",1,4,"NA","NA","NA"
"446","48",1,5,"NA","NA","NA"
"73","46",1,1,"B349_VIRAL.INFECTION..UNSPECIFIED","0","0"
"166","46",1,2,"NA","NA","NA"
"259","46",1,3,"NA","NA","NA"
"352","46",1,4,"NA","NA","NA"
"445","46",1,5,"NA","NA","NA"
"72","41",1,1,"F339_RECURRENT.DEPRESSIVE.DISORDER..UNSPECIFIED","0","0"
"165","41",1,2,"NA","NA","NA"
"258","41",1,3,"NA","NA","NA"
"351","41",1,4,"NA","NA","NA"
"444","41",1,5,"NA","NA","NA"
"71","11",1,1,"mc_arthritis","0","0"
"164","11",1,2,"NA","NA","NA"
"257","11",1,3,"NA","NA","NA"
"350","11",1,4,"NA","NA","NA"
"443","11",1,5,"NA","NA","NA"
"70","9",1,1,"es_full_time_education_training","0","0"
"163","9",1,2,"NA","NA","NA"
"256","9",1,3,"NA","NA","NA"
"349","9",1,4,"NA","NA","NA"
"442","9",1,5,"NA","NA","NA"
